id,title,rating
"832","We Are the World","5.4"
"833","Theme From 'Greatest American Hero' (Believe It Or Not)","7.6"
"834","Cat's in the Cradle","6.8"
"835","Vision of Love","2.5"
"836","No One","1.8"
"837","Ode To Billie Joe","0.2"
"838","We Belong Together","3.7"
"839","Tik-Toc","3.6"
"840","Smoke Gets in Your Eyes","1.5"
"841","Without Me","8.6"
"842","The Hustle","5.4"
"843","Bad Girls","4.8"
"844","Suspicious Minds","8.9"
"845","I Get Around","1.8"
"846","I Went to Your Wedding","0.1"
"847","Poker Face","8"
"848","Royals","3.4"
"849","Love In This Club","9"
"850","Little Darlin'","4.7"
"851","Want Ads","0.3"
"852","Gimme Some Lovin'","7.1"
"853","When a Man Loves a Woman","3.9"
"854","Just Dance","4"
"855","Riders On the Storm","3.5"
"856","Pick Up the Pieces","9.4"
"857","Temperature","2.9"
"858","I Can See Clearly Now","6.9"
"859","Shake You Down","9"
"860","Somebody That I Used to Know","0.6"
"861","Change the World","1.8"
"862","Swanee","3.4"
"863","Penny Lane","5.9"
"864","That'll Be the Day","1.5"
"865","Mrs Brown You've Got a Lovely Daughter","3.6"
"866","We Will Rock You","9.1"
"867","Boom Boom Pow","6.2"
"868","(You Keep Me) Hangin' On","4"
"869","Want Ads","0.8"
"870","White Rabbit","5.3"
"871","I'll Be Missing You","1.8"
"872","Higher Love","8.1"
"873","We Found Love","0.7"
"874","Pick Up the Pieces","2.8"
"875","Light My Fire","0.1"
"876","Love Will Keep Us Together","8.4"
"877","Moonlight Serenade","5"
"878","Ring of Fire","1.7"
"879","Roll With It","3.7"
"880","April Showers","8.4"
"881","Walk On By","7.6"
"882","Money For Nothing","8.3"
"883","Good Times","3.3"
"884","Lights","7.9"
"885","Na Na Hey Hey (Kiss Him Goodbye)","6"
"886","Me & Mrs Jones","8.8"
"887","Daydream Believer","9.8"
"888","This Diamond Ring","9.3"
"889","Heartbreak Hotel","2"
"890","Candy Man","1"
"891","Stand By Me","2.1"
"892","Because You Loved Me","8.5"
"893","Pennies From Heaven","5.4"
"894","I'm Your Boogie Man","4.7"
"895","You Make Me Feel Brand New","2.7"
"896","Born in the USA","5.8"
"897","Stronger","3.7"
"898","Unforgettable","9.2"
"899","Be Bop a Lula","2.8"
"900","Good Times","7.9"
"901","U Can't Touch This","1.5"
"902","Rolling In The Deep","8.5"
"903","Ebony & Ivory","5.5"
"904","Some Enchanted Evening","4.9"
"905","Tighten Up","10"
"906","I'm Yours","3.6"
"907","Candy Man","6.2"
"908","Me & Mrs Jones","4.3"
"909","Macarena","8.4"
"910","I Just Called to Say I Love You","8.8"
"911","Winchester Cathedral","1.4"
"912","Music","8.2"
"913","Stagger Lee","4.2"
"914","Bohemian Rhapsody","9.3"
"915","Your Song","6.2"
"916","Peggy Sue","7.4"
"917","Pennies From Heaven","5.6"
"918","I Will Survive","9.2"
"919","I Still Haven't Found What I'm Looking For","3.2"
"920","Smells Like Teen Spirit","5.9"
"921","On the Atchison","4.5"
"922","Tighten Up","1.4"
"923","My Blue Heaven","8.6"
"924","Long Tall Sally","7.1"
"925","Believe","4.5"
"926","Ballad of the Green Berets","4.6"
"927","Change the World","8.8"
"928","A Whole New World (Aladdin's Theme)","2.5"
"929","Bad","8.4"
"930","I Write the Songs","0.5"
"931","Be My Baby","6.4"
"932","Aquarius/Let The Sunshine In","2.8"
"933","Rudolph","9.1"
"934","YMCA","0.6"
"935","Wichita Lineman","1.7"
"936","Knock Three Times","9.6"
"937","My Boyfriend's Back","9.5"
"938","She Drives Me Crazy","4"
"939","Return to Sender","4.1"
"940","Be My Love","2.4"
"941","Runaway","0.7"
"942","Make Love to Me","3.5"
"943","Truly Madly Deeply","5.6"
"944","Hanging by a Moment","3.8"
"945","Walk On By","3.1"
"946","Peggy Sue","9.6"
"947","The Sweet Escape","1.4"
"948","Please Mr Postman","9.4"
"949","Breathe","1.7"
"950","Another Day in Paradise","1.7"
"951","Make it With You","7.7"
"952","We Are the Champions","9.2"
"953","The Twist","4.1"
"954","We Are Family","0.4"
"955","Heart of Glass","0.8"
"956","I Will Follow Him","3.6"
"957","Walk Like an Egyptian","5.4"
"958","Get Off of My Cloud","8.4"
"959","Brand New Key","7.3"
"960","Without Me","5.2"
"961","Like a Rolling Stone","0.8"
"962","Pop Muzik","4.5"
"963","Only You (And You Alone)","3.6"
"964","Kiss On My List","4.6"
"965","Three Times a Lady","5.3"
"966","I Heard it Through the Grapevine","2.4"
"967","Thank You (Falettinme be Mice Elf Again)","9.9"
"968","Mrs Brown You've Got a Lovely Daughter","0.3"
"969","(Ghost) Riders in the Sky","7.3"
"970","Please Mr Postman","7.5"
"971","1999","5.3"
"972","Spirit in the Sky","6"
"973","Harbour Lights","9.8"
"974","Rock the Casbah","8.9"
"975","Volare","7.9"
"976","The Christmas Song (Chestnuts Roasting On An Open Fire)","4.8"
"977","Freebird","5"
"978","Never Gonna Give You Up","0.4"
"979","Makin' Whoopee","4.5"
"980","Puttin' on the Ritz","4.9"
"981","Rock Your Baby","0.5"
"982","Creep","9.5"
"983","The Great Pretender","7.5"
"984","Superstar","3.2"
"985","For What It's Worth (Stop","1"
"986","Yeah!","5.3"
"987","Crying","4.8"
"988","I Feel For You","2.2"
"989","Summertime Blues","3.5"
"990","Wild Wild West","6.8"
"991","Till The End of Time","0.9"
"992","Tequila","5.9"
"993","Mr Tambourine Man","8.2"
"994","I'll Walk Alone","7.3"
"995","Lookin' Out My Back Door","5.4"
"996","My Prayer","3.8"
"997","Winchester Cathedral","4.7"
"998","That's What Friends Are For","5.6"
"999","Wooly Bully","3.9"
"1000","Down","9.6"
"1001","Paint it Black","7.3"
"1002","Johnny B Goode","7.4"
"1003","Eve of Destruction","6.2"
"1004","Rock Around the Clock","9.9"
"1005","My Sharona","1.1"
"1006","The Long & Winding Road","8.4"
"1007","Turn! Turn! Turn! (To Everything There is a Season)","2.3"
"1008","Happy Days Are Here Again","5.2"
"1009","Bleeding Love","8.8"
"1010","Private Eyes","4"
"1011","Lookin' Out My Back Door","1"
"1012","Wicked Game","3.1"
"1013","Let's Dance","3.4"
"1014","Take a Bow","8.7"
"1015","Rock Your Baby","3.4"
"1016","Ac-cent-tchu-ate the Positive","8.1"
"1017","At Last","0.4"
"1018","Stayin' Alive","4"
"1019","Fast Car","7.3"
"1020","The Hustle","5.1"
"1021","Caldonia Boogie (What Makes Your Big Head So Hard)","4.8"
"1022","Will You Love Me Tomorrow","8.6"
"1023","Makin' Whoopee","7.1"
"1024","Thank You (Falettinme be Mice Elf Again)","1"
"1025","Can't Get Enough of Your Love","4.3"
"1026","Rapture","6.1"
"1027","Dancing in the Street","0.6"
"1028","My Sharona","7.1"
"1029","I Get Around","2.7"
"1030","What Goes Around Comes Around","0.3"
"1031","Le Freak","6.6"
"1032","California Girls","7"
"1033","Summer in the City","8.5"
"1034","Time of the Season","6.8"
"1035","Can't Help Falling in Love","6"
"1036","Don't Go Breaking My Heart","6.1"
"1037","Swinging On a Star","5.8"
"1038","Here Without You","0.8"
"1039","Love Hangover","9.3"
"1040","Call Me Maybe","9.7"
"1041","Strawberry Fields Forever","1.2"
"1042","Ironic","2"
"1043","The Sounds of Silence","0.3"
"1044","Sailing","7.6"
"1045","This Used to Be My Playground","7.3"
"1046","How Will I Know","4.5"
"1047","Red Red Wine","9.5"
"1048","A Woman in Love","7.6"
"1049","Georgy Girl","8.9"
"1050","(I Can't Get No) Satisfaction","1.7"
"1051","Chain of Fools","8.4"
"1052","Abracadabra","8"
"1053","Love Me Do","9.7"
"1054","He'll Have to Go","4.9"
"1055","One Bad Apple","1.5"
"1056","Love's Theme","7.1"
"1057","We Are Young","4.4"
"1058","Escape (The Pina Colada Song)","1.7"
"1059","I'm Walking Behind You","9.6"
"1060","Feel Like Making Love","7.9"
"1061","I Just Wanna Be Your Everything","8.9"
"1062","If (They Made Me a King)","1.3"
"1063","Without You","1.7"
"1064","Dancing in the Street","7.4"
"1065","Brother Louie","8.2"
"1066","Walk On the Wild Side","3.6"
"1067","A Woman in Love","6.2"
"1068","Glory of Love","8.7"
"1069","Girls Just Wanna Have Fun","1"
"1070","Eve of Destruction","7.4"
"1071","Gonna Make You Sweat (Everybody Dance Now)","5.7"
"1072","On My Own","5.1"
"1073","You Belong With Me","1.3"
"1074","Born to Run","7.4"
"1075","Swanee","7.7"
"1076","The Sounds of Silence","5.8"
"1077","This Guy's in Love With You","8.9"
"1078","Down","1.1"
"1079","Blueberry Hill","9.4"
"1080","All I Have to Do is Dream","2.3"
"1081","Jessie's Girl","8.6"
"1082","Build Me Up Buttercup","2.5"
"1083","Bleeding Love","0.8"
"1084","Live & Let Die","0.5"
"1085","Georgy Girl","8.6"
"1086","Take a Bow","4.1"
"1087","Lookin' Out My Back Door","2.2"
"1088","Apologize","2.1"
"1089","All Shook Up","6.7"
"1090","Buttons & Bows","4.8"
"1091","Dizzy","8.8"
"1092","Behind Closed Doors","7"
"1093","Walk On By","3.7"
"1094","Nothin' on You","7.3"
"1095","Kiss","3.3"
"1096","Cry","3.3"
"1097","Umbrella","5.7"
"1098","Bye Bye","4.3"
"1099","Soul Man","1"
"1100","Let's Groove","5.2"
"1101","Suspicious Minds","3.2"
"1102","My Prayer","6.9"
"1103","Bad","0.1"
"1104","You Make Me Feel Brand New","3.3"
"1105","Mr Tambourine Man","2.9"
"1106","The Loco-Motion","1.3"
"1107","December 1963 (Oh What a Night)","8.4"
"1108","Whole Lotta Shakin' Goin' On","2.9"
"1109","Hang On Sloopy","4.9"
"1110","Mickey","4.5"
"1111","I Love Rock 'n' Roll","2.5"
"1112","Living For the City","7.4"
"1113","Stars & Stripes Forever","1.2"
"1114","Hurt So Good","0.1"
"1115","Spill the Wine","9.8"
"1116","Seasons in the Sun","2.2"
"1117","(Everything I Do) I Do it For You","5.7"
"1118","Bad Girls","9.1"
"1119","Make it With You","9.1"
"1120","Time After Time","3.7"
"1121","Born to Run","4.2"
"1122","Stayin' Alive","6.6"
"1123","The Glow-Worm","4.9"
"1124","The Joker","5.1"
"1125","Cat's in the Cradle","8.8"
"1126","96 Tears","3.8"
"1127","Hey Jude","8.4"
"1128","Stronger","5.3"
"1129","We've Only Just Begun","7.5"
"1130","Drop it Like It's Hot","7.6"
"1131","Born to Be Wild","4.6"
"1132","Magic","2.6"
"1133","Greatest Love of All","7.7"
"1134","Magic","2.4"
"1135","Hero","9.7"
"1136","Chattanooga Choo Choo","2.7"
"1137","Reach Out (I'll Be There)","2.9"
"1138","Some Enchanted Evening","4.1"
"1139","Baby Come Back","8"
"1140","You've Lost That Lovin' Feelin'","2.6"
"1141","Crazy For You","8.4"
"1142","The Twist","3.5"
"1143","I Want to Hold Your Hand","0.8"
"1144","Mmmbop","9.9"
"1145","All You Need is Love","3.1"
"1146","Frenesi","1.4"
"1147","Beauty & the Beast","3.1"
"1148","Footloose","2.6"
"1149","Tiger Rag","6.8"
"1150","Escape (The Pina Colada Song)","3"
"1151","Bad Day","8.3"
"1152","Rock the Boat","3.1"
"1153","Hang On Sloopy","0"
"1154","Hey There","5.2"
"1155","Papa Don't Preach","6.8"
"1156","I Can't Stop Loving You","6.9"
"1157","I'm Yours","7"
"1158","Rush Rush","2.9"
"1159","Mood Indigo","0.3"
"1160","Frankenstein","2.3"
"1161","Sledgehammer","7.4"
"1162","Colors of the Wind","1.1"
"1163","Mr Big Stuff","3.7"
"1164","A Thousand Miles","8"
"1165","Sunshine Superman","8.4"
"1166","Hotel California","4.7"
"1167","If You Don't Know Me By Now","3.2"
"1168","Fortunate Son","1"
"1169","Big Girls Don't Cry","1.8"
"1170","Car Wash","0.6"
"1171","Get Off of My Cloud","0.8"
"1172","Pony Time","9.6"
"1173","Love Train","4.4"
"1174","War","9.1"
"1175","Under the Boardwalk","9.1"
"1176","Love Will Keep Us Together","0.2"
"1177","Chances Are","6.9"
"1178","The Tide is High","3.2"
"1179","Hanging by a Moment","6.7"
"1180","Brother","8"
"1181","Spanish Harlem","7.7"
"1182","Ticket to Ride","5"
"1183","How Do I Live?","1.5"
"1184","Que sera sera (Whatever will be will be)","5.3"
"1185","Dance to the Music","5.6"
"1186","Honky Tonk Woman","7.8"
"1187","(Just Like) Starting Over","8.5"
"1188","Don't Speak","2.6"
"1189","Whatcha Say","2.6"
"1190","Knock On Wood","4.3"
"1191","You Belong With Me","8.6"
"1192","Physical","9.5"
"1193","Third Man Theme","9.2"
"1194","In the End","0"
"1195","In the End","1.2"
"1196","A Hard Day's Night","2.8"
"1197","Downtown","6.3"
"1198","Sunshine of Your Love","4"
"1199","Da Doo Ron Ron (When He Walked Me Home)","1.3"
"1200","Umbrella","0"
"1201","The Tide is High","9.9"
"1202","Stardust","3.4"
"1203","Burn","5.9"
"1204","Play That Funky Music","7.4"
"1205","Will It Go Round In Circles","4.7"
"1206","Brandy (You're A Fine Girl)","2.6"
"1207","Endless Love","4.2"
"1208","Knock Three Times","2.9"
"1209","Wooly Bully","5.7"
"1210","Sixteen Tons","4.1"
"1211","I Gotta Feeling","5.9"
"1212","Ac-cent-tchu-ate the Positive","3.7"
"1213","Walk On the Wild Side","0.3"
"1214","Someday","8.3"
"1215","Three Times a Lady","8.3"
"1216","Everybody Wants to Rule the World","8.2"
"1217","Bye Bye","6"
"1218","I'll Be There","1"
"1219","My Sharona","8"
"1220","In the End","1.1"
"1221","This Ole House","2.5"
"1222","Somebody to Love","2.6"
"1223","T For Texas (Blue Yodel No 1)","7.5"
"1224","Because I Love You (The Postman Song)","3"
"1225","Little Darlin'","6"
"1226","Mona Lisa","4"
"1227","Theme From 'Shaft'","5"
"1228","Singing The Blues","1.3"
"1229","Baby Love","2.7"
"1230","Revolution","1.9"
"1231","Rum & Coca-Cola","7.8"
"1232","Sledgehammer","9.7"
"1233","Ol' Man River","2.7"
"1234","Love Letters in the Sand","6.2"
"1235","You Were Meant for Me","7"
"1236","Ray of Light","9.6"
"1237","You Really Got Me","2.1"
"1238","Chapel of Love","5.4"
"1239","19th Nervous Breakdown","3.6"
"1240","House of the Rising Sun","8.8"
"1241","It Had to Be You","6.2"
"1242","You've Got a Friend","5.3"
"1243","Brandy (You're A Fine Girl)","9.3"
"1244","That's the Way Love Goes","3.2"
"1245","Wichita Lineman","7.6"
"1246","Sweet Caroline (Good Times Never Seemed So Good)","8.7"
"1247","Rag Doll","7.5"
"1248","There goes my baby","8.9"
"1249","Groovin'","6.3"
"1250","Flashdance. What a Feeling","4.9"
"1251","Silly Love Songs","5.2"
"1252","Knock On Wood","1.8"
"1253","Empire State Of Mind","9.1"
"1254","Private Eyes","8.7"
"1255","Can't Buy Me Love","0.4"
"1256","Soldier Boy","9.5"
"1257","Bye","6.3"
"1258","I've Heard That Song Before","6.8"
"1259","I Shot the Sheriff","2.4"
"1260","The Way You Look Tonight","2"
"1261","Mrs Robinson","2"
"1262","On My Own","4.2"
"1263","Down Hearted Blues","8.9"
"1264","Get Down Tonight","1.2"
"1265","Cherry Pink & Apple Blossom White","8.7"
"1266","Hot Child In The City","4.6"
"1267","Midnight Train to Georgia","4"
"1268","Leaving","7.1"
"1269","Every Breath You Take","8.7"
"1270","White Rabbit","9.3"
"1271","Feel Like Making Love","2.8"
"1272","Louie Louie","6.4"
"1273","End of the Road","3.2"
"1274","50 Ways to Leave Your Lover","9"
"1275","Mickey","0.2"
"1276","Don't Fence Me In","9.8"
"1277","Why Do Fools Fall in Love?","1.3"
"1278","Get Back","7.6"
"1279","Smells Like Teen Spirit","4.7"
"1280","Let Me Love You","7.7"
"1281","I Will Survive","0.1"
"1282","Yeah!","1.8"
"1283","Being With You","6.2"
"1284","I Want to Know What Love Is","4.4"
"1285","We've Only Just Begun","1.6"
"1286","Loving You","6.8"
"1287","Walk Don't Run","3.6"
"1288","Theme From 'Greatest American Hero' (Believe It Or Not)","9.4"
"1289","Love Will Keep Us Together","8.7"
"1290","A Whiter Shade of Pale","7.7"
"1291","More Than Words","4.8"
"1292","I Want to Know What Love Is","5.9"
"1293","Wichita Lineman","7.2"
"1294","Rolling In The Deep","9.7"
"1295","Dancing in the Dark","0.2"
"1296","What a Fool Believes","1.6"
"1297","Footloose","0.8"
"1298","Rum & Coca-Cola","9.8"
"1299","We Are the World","5.8"
"1300","Soldier Boy","6.7"
"1301","Sentimental Journey","8.4"
"1302","Prisoner of Love","6.9"
"1303","Endless Love","4.5"
"1304","Great Balls of Fire","4.3"
"1305","There goes my baby","4.9"
"1306","Fly Robin Fly","3.5"
"1307","Need You Tonight","6.5"
"1308","Wicked Game","1.9"
"1309","Travellin' Man","7.5"
"1310","The Morning After","9.2"
"1311","Me & Mrs Jones","0.1"
"1312","Volare","5.2"
"1313","Upside Down","5.8"
"1314","Ballerina","4.5"
"1315","Centerfold","6"
"1316","Everyday People","9.3"
"1317","Arthur's Theme (Best That You Can Do)","8.1"
"1318","What's Love Got to Do With It?","9.1"
"1319","Chain of Fools","4.2"
"1320","Proud Mary","6.9"
"1321","Music","1.5"
"1322","One Sweet Day","2.7"
"1323","Da Doo Ron Ron (When He Walked Me Home)","4.4"
"1324","Imagine","7.4"
"1325","Promiscuous","0.9"
"1326","Peg o' My Heart","8.8"
"1327","Ac-cent-tchu-ate the Positive","7.3"
"1328","I'm Walking Behind You","4"
"1329","Maggie May","8.6"
"1330","Summertime Blues","1.2"
"1331","Check On It","8"
"1332","Papa Don't Preach","4"
"1333","(Put Another Nickel In) Music! Music! Music!","10"
"1334","If You Don't Know Me By Now","1.6"
"1335","Private Eyes","9.9"
"1336","Chapel of Love","4.8"
"1337","Ole Buttermilk Sky","4.4"
"1338","Cry","1"
"1339","Hotel California","2.2"
"1340","Mama Told Me Not to Come","9.5"
"1341","Frenesi","3"
"1342","Shop Around","8.1"
"1343","1999","7"
"1344","Sunshine of Your Love","9.6"
"1345","Swanee","1.2"
"1346","Colors of the Wind","3.7"
"1347","Mr Tambourine Man","2.3"
"1348","Do Wah Diddy Diddy","1.7"
"1349","Lady","0.1"
"1350","Footloose","3.2"
"1351","Aquarius/Let The Sunshine In","1.2"
"1352","Livin' On a Prayer","4.2"
"1353","Love is a Many Splendoured Thing","4.8"
"1354","I'll Be There","5"
"1355","One","5.9"
"1356","Tha Crossroads","2"
"1357","Downtown","2.5"
"1358","Mister Sandman","6.2"
"1359","Peg o' My Heart","0.4"
"1360","Somebody to Love","8.4"
"1361","Believe","5.8"
"1362","Hey Paula","9.4"
"1363","Kiss Me","9.5"
"1364","Use Somebody","9.5"
"1365","In the Summertime","8.4"
"1366","The Thing","9.2"
"1367","Get Down Tonight","2"
"1368","Pennies From Heaven","8.6"
"1369","Manana (Is Soon Enough For Me)","3.3"
"1370","Hello Dolly","9.2"
"1371","19th Nervous Breakdown","3.2"
"1372","I'm Sorry","4.8"
"1373","I Can Help","6.2"
"1374","Till The End of Time","0.9"
"1375","Crazy For You","6.3"
"1376","Bye Bye","7.9"
"1377","You Ain't Seen Nothin' Yet","3.8"
"1378","Reach Out (I'll Be There)","1.9"
"1379","We Are the Champions","0.5"
"1380","Ain't No Mountain High Enough","5.5"
"1381","Blue Tango","8.6"
"1382","All My Lovin' (You're Never Gonna Get It)","4.2"
"1383","Maneater","1.6"
"1384","I've Heard That Song Before","8.8"
"1385","1999","5.5"
"1386","Freak Me","4.1"
"1387","The Twist","8.2"
"1388","Burn","8.7"
"1389","Rich Girl","8.7"
"1390","The Letter","1.2"
"1391","At Last","5.5"
"1392","Can You Feel the Love Tonight","3.3"
"1393","Too Young","1.8"
"1394","St Louis Blues","9.5"
"1395","Ball of Confusion (That's What the World is Today)","8"
"1396","Battle of New Orleans","4.3"
"1397","Mister Sandman","8.6"
"1398","Lonely Boy","4.1"
"1399","Stand By Me","9.2"
"1400","Hang On Sloopy","7.8"
"1401","Good Times","7.9"
"1402","Winchester Cathedral","7.4"
"1403","Tossing & Turning","9.4"
"1404","Hey Jude","5"
"1405","Unchained Melody","3.3"
"1406","Rolling In The Deep","8.7"
"1407","I Feel Fine","8.8"
"1408","Please Mr Postman","1.8"
"1409","Hey Jude","2.4"
"1410","Need You Tonight","3.6"
"1411","Behind Closed Doors","4.1"
"1412","Creep","3.5"
"1413","Beat It","3"
"1414","The Last Dance","0.1"
"1415","Hurt So Good","1.4"
"1416","Sunshine Superman","7.2"
"1417","Hold On","5.2"
"1418","Bridge Over Troubled Water","6.3"
"1419","Fallin'","8.8"
"1420","YMCA","6.6"
"1421","Crazy in Love","5.1"
"1422","Soldier Boy","8.9"
"1423","A-Tisket A-Tasket","5.2"
"1424","Sexyback","4.7"
"1425","Abracadabra","1.9"
"1426","Mule Train","7.6"
"1427","Get Down Tonight","1.3"
"1428","When You Wish Upon a Star","6.8"
"1429","The Tracks of My Tears","9.3"
"1430","Soldier Boy","2.2"
"1431","Wake Me Up Before You Go Go","2.2"
"1432","Moonlight Serenade","6.7"
"1433","Royals","7.4"
"1434","Here Without You","2.5"
"1435","Kung Fu Fighting","7.6"
"1436","Two Hearts","3.3"
"1437","Suspicious Minds","9.5"
"1438","Brother","7.5"
"1439","We Are Family","9.6"
"1440","Creep","1.4"
"1441","Stand By Me","8.1"
"1442","Tiger Rag","4.8"
"1443","Walk Like an Egyptian","5.6"
"1444","Locked Out Of Heaven","6.2"
"1445","Believe","4"
"1446","The Boys of Summer","0.8"
"1447","Cheek to Cheek","3"
"1448","American Woman","5.2"
"1449","White Rabbit","9"
"1450","Pick Up the Pieces","5.3"
"1451","Happy Together","4.8"
"1452","Stardust","9.2"
"1453","Please Mr Postman","6.9"
"1454","In the Summertime","0.1"
"1455","Low","9.3"
"1456","White Christmas","4.4"
"1457","Night & Day","7.3"
"1458","Up Up & Away","1.8"
"1459","You're the One That I Want","5.4"
"1460","Paint it Black","6.5"
"1461","Crazy For You","8.9"
"1462","We Found Love","7"
"1463","If You Don't Know Me By Now","4.7"
"1464","Tammy","8.9"
"1465","Being With You","6.8"
"1466","April Showers","4.4"
"1467","Just Dance","1.9"
"1468","Miss You Much","7.7"
"1469","Come Together","9.9"
"1470","Hollaback Girl","7.7"
"1471","Summertime Blues","1.1"
"1472","(Let Me Be Your) Teddy Bear","7.4"
"1473","Surfin' USA","7.4"
"1474","Centerfold","3.7"
"1475","Hotel California","8.9"
"1476","96 Tears","8.4"
"1477","Mama Told Me Not to Come","9.3"
"1478","Disturbia","1.3"
"1479","The Boy is Mine","4.2"
"1480","Where is the Love?","6.5"
"1481","Walk Like a Man","4.5"
"1482","All I Have to Do is Dream","2.1"
"1483","I Feel Fine","5"
"1484","Superstition","1.4"
"1485","Kiss You All Over","0.6"
"1486","Strange Fruit","4.3"
"1487","So Much in Love","4.1"
"1488","Judy in Disguise (With Glasses)","7.3"
"1489","Be Bop a Lula","5.8"
"1490","I'm Your Boogie Man","10"
"1491","My Girl","7.9"
"1492","Touch Me","6.2"
"1493","Stagger Lee","1.2"
"1494","Without You","8.1"
"1495","Paint it Black","6.1"
"1496","Because You Loved Me","3.8"
"1497","I Feel For You","1"
"1498","Careless Whisper","6.5"
"1499","On Bended Knee","0.2"
"1500","Smoke On the Water","0.7"
"1501","I Wanna Love You","2.9"
"1502","Stop! in the Name of Love","5.2"
"1503","Yesterday","9.5"
"1504","Like a Prayer","5.3"
"1505","A Thousand Miles","8.7"
"1506","Pon De Replay","6.3"
"1507","Another Brick in the Wall (part 2)","1.1"
"1508","Got to Give it Up","9.3"
"1509","Dancing in the Dark","4.4"
"1510","Caldonia Boogie (What Makes Your Big Head So Hard)","6.5"
"1511","Wild Thing","7"
"1512","Love Train","6.5"
"1513","All Out of Love","4.2"
"1514","Without Me","1.3"
"1515","Crazy in Love","7.6"
"1516","Hotel California","6.2"
"1517","Family Affair","1.2"
"1518","Don't Let the Sun Go Down On Me","5"
"1519","I've Heard That Song Before","6.9"
"1520","Fallin'","5.4"
"1521","He's So Fine","6"
"1522","Near You","8.8"
"1523","West End Blues","9.3"
"1524","Take On Me","2"
"1525","9 to 5","1.8"
"1526","Lose Yourself","4.9"
"1527","The Great Pretender","1.3"
"1528","Good Lovin'","8.8"
"1529","Don't Let the Sun Go Down On Me","2.5"
"1530","Don't Let the Sun Go Down On Me","9.4"
"1531","Girls Just Wanna Have Fun","7.4"
"1532","You'll Never Know","1.1"
"1533","Here in My Heart","6.7"
"1534","Behind Closed Doors","8.7"
"1535","Maneater","6.6"
"1536","I'm Sorry","0.1"
"1537","Blue Tango","8.5"
"1538","Born to Be Wild","7.9"
"1539","Take Me Home","5.4"
"1540","Love Child","6.1"
"1541","Love's Theme","2.9"
"1542","You Were Meant for Me","2.6"
"1543","Upside Down","1.6"
"1544","The Glow-Worm","6.4"
"1545","(Your Love Keeps Lifting Me) Higher & Higher","4.6"
"1546","Help!","6"
"1547","Save the Last Dance For Me","10"
"1548","When a Man Loves a Woman","8.8"
"1549","Paperback Writer","4.9"
"1550","West End Girls","5.9"
"1551","Knock Three Times","3.6"
"1552","Summertime Blues","6.5"
"1553","Judy in Disguise (With Glasses)","6.4"
"1554","St George & the Dragonette","1.3"
"1555","The Sign","1.3"
"1556","As Time Goes By","6.1"
"1557","Bad Girls","8.1"
"1558","Roll With It","7.1"
"1559","Loving You","7.7"
"1560","I Got You (I Feel Good)","6.3"
"1561","Three Coins in the Fountain","8.5"
"1562","Wichita Lineman","1"
"1563","Save the Best For Last","0.7"
"1564","Theme From 'A Summer Place'","2.2"
"1565","Thrift Shop","8.4"
"1566","Soul Man","5"
"1567","Temperature","9.6"
"1568","The Sweet Escape","4.9"
"1569","Love Is Blue (L'Amour Est Bleu)","8.9"
"1570","Last Train to Clarksville","4.5"
"1571","School's Out","1.4"
"1572","Ac-cent-tchu-ate the Positive","6.8"
"1573","Imagine","8.1"
"1574","The Way You Move","4"
"1575","Won't Get Fooled Again","2.2"
"1576","We Found Love","3"
"1577","It's Too Late","4.2"
"1578","Creep","7.1"
"1579","April Showers","3"
"1580","West End Blues","5.1"
"1581","The Boys of Summer","2.1"
"1582","Le Freak","7.8"
"1583","Chain of Fools","9"
"1584","Change the World","1.2"
"1585","Three Times a Lady","4.8"
"1586","You're the One That I Want","2.3"
"1587","Louie Louie","5.9"
"1588","Smooth","5.1"
"1589","Bleeding Love","0.1"
"1590","Airplanes","9.7"
"1591","I Fall to Pieces","9.2"
"1592","West End Girls","3.7"
"1593","Somebody That I Used to Know","8.4"
"1594","Beautiful Day","5.1"
"1595","Another Day in Paradise","2.6"
"1596","A Boy Named Sue","0"
"1597","9 to 5","9"
"1598","Empire State Of Mind","4.7"
"1599","Greatest Love of All","2.3"
"1600","Dreams","9"
"1601","Travellin' Band","0.9"
"1602","Let's Stay Together","2.2"
"1603","Rudolph","0.9"
"1604","Funkytown","4.5"
"1605","Magic","2.8"
"1606","Big Girls Don't Cry","4.4"
"1607","Knock Three Times","1.3"
"1608","I Can't Stop Loving You","1.1"
"1609","Do You Love Me?","0.6"
"1610","Vogue","3.2"
"1611","He's a Rebel","0.6"
"1612","People","0.4"
"1613","At Last","3.2"
"1614","Go Your Own Way","5.2"
"1615","Dreamlover","0.2"
"1616","Yakety Yak","5.2"
"1617","Truly Madly Deeply","7.7"
"1618","Rock Around the Clock","2.7"
"1619","It Had to Be You","6.8"
"1620","I Walk the Line","1.5"
"1621","Say My Name","4.5"
"1622","Gypsies","8.7"
"1623","Livin' La Vida Loca","8.6"
"1624","Weak","2.1"
"1625","One Sweet Day","8"
"1626","Don't Be Cruel","3.1"
"1627","Alone","6.5"
"1628","To Sir","3.5"
"1629","Tie a Yellow Ribbon 'round the Old Oak Tree","4.4"
"1630","I Love Rock 'n' Roll","0.7"
"1631","Freak Me","6.7"
"1632","Always On My Mind","7.1"
"1633","Like a Virgin","9.2"
"1634","Papa's Got a Brand New Bag","6.6"
"1635","Somethin' Stupid","0.1"
"1636","We Belong Together","0.7"
