:END_ID(Movie),:START_ID(Actor),character,:TYPE
"190","182","Kim Schiller","ACTED_IN"
"190","108","Scott Schaden","ACTED_IN"
"190","86","Erma Hansen","ACTED_IN"
"190","229","Leonard Hintz V","ACTED_IN"
"191","597","Dr. Jaime Kohler","ACTED_IN"
"191","225","Dr. Pamela Crooks","ACTED_IN"
"191","502","Kristina Brown","ACTED_IN"
"191","547","Veronica Murazik II","ACTED_IN"
"191","889","Shelia Pacocha","ACTED_IN"
"191","580","Hector Corwin","ACTED_IN"
"191","374","Darrel Sawayn","ACTED_IN"
"191","554","Madeline Marks","ACTED_IN"
"191","352","Valerie Hills-Fisher","ACTED_IN"
"191","35","Kristie Kemmer","ACTED_IN"
"192","338","Kristopher Ziemann","ACTED_IN"
"192","700","Kim Ernser-Harber","ACTED_IN"
"192","69","Kenny Halvorson","ACTED_IN"
"192","681","Raquel Jenkins","ACTED_IN"
"192","629","Rogelio Hickle","ACTED_IN"
"192","332","Lydia Gleason","ACTED_IN"
"192","497","Adrienne Stamm","ACTED_IN"
"192","711","Ellen Bogisich I","ACTED_IN"
"192","747","Douglas Strosin","ACTED_IN"
"192","564","Wilbur Kuhic","ACTED_IN"
"193","738","Dr. Sam Herman","ACTED_IN"
"193","704","Marshall Stamm","ACTED_IN"
"193","416","Beverly Schumm","ACTED_IN"
"193","261","Mr. Rickey Lakin","ACTED_IN"
"193","661","Rene Daugherty II","ACTED_IN"
"193","34","Alison Metz","ACTED_IN"
"193","786","Jermaine McClure-Hegmann DVM","ACTED_IN"
"193","564","Shelly McKenzie","ACTED_IN"
"193","309","Courtney Kohler","ACTED_IN"
"193","544","Felix Glover","ACTED_IN"
"194","149","Leon Wehner-Thompson","ACTED_IN"
"194","911","Sonia Gutkowski","ACTED_IN"
"194","776","Phyllis Mante","ACTED_IN"
"194","515","Dr. Denise Douglas","ACTED_IN"
"194","816","Geoffrey Emmerich","ACTED_IN"
"194","495","Inez Runolfsson","ACTED_IN"
"194","898","Max Bergstrom","ACTED_IN"
"194","273","Tara O'Connell","ACTED_IN"
"194","944","Francisco Moore","ACTED_IN"
"194","747","Timothy Maggio","ACTED_IN"
"195","881","Jacquelyn Wolf","ACTED_IN"
"195","728","Dawn Wisoky-Gottlieb","ACTED_IN"
"195","660","Jackie Batz","ACTED_IN"
"195","797","Derrick Ledner-D'Amore","ACTED_IN"
"195","167","Viola Spencer","ACTED_IN"
"195","25","Sheri Little","ACTED_IN"
"195","565","Krystal Hermann","ACTED_IN"
"195","627","Dr. Eleanor Kessler","ACTED_IN"
"195","225","William Reilly","ACTED_IN"
"195","462","Rosie Kovacek","ACTED_IN"
"196","897","Dr. Jeff Krajcik","ACTED_IN"
"196","179","Mandy Lesch","ACTED_IN"
"196","493","Lois Gleichner","ACTED_IN"
"196","499","Eva Legros","ACTED_IN"
"196","740","Lynne Krajcik","ACTED_IN"
"196","671","Olivia Ernser I","ACTED_IN"
"196","304","Dr. Amos King","ACTED_IN"
"196","160","Miss Glenda Wunsch","ACTED_IN"
"196","615","Terrell Littel","ACTED_IN"
"196","268","Heather Wunsch","ACTED_IN"
"197","978","Mrs. Kathy Waelchi Jr.","ACTED_IN"
"197","150","Brett Walker","ACTED_IN"
"197","245","Nicholas Schoen","ACTED_IN"
"197","586","Jessica Waelchi","ACTED_IN"
"197","673","Tiffany Waters V","ACTED_IN"
"197","299","Darren Toy","ACTED_IN"
"197","911","Austin Towne Sr.","ACTED_IN"
"197","122","Kelli Terry","ACTED_IN"
"197","805","Toby Ziemann","ACTED_IN"
"197","976","Lisa Hane","ACTED_IN"
"198","571","Sheri Pfeffer-Welch MD","ACTED_IN"
"198","956","Mr. Luis O'Keefe Sr.","ACTED_IN"
"198","601","Blanca Prohaska","ACTED_IN"
"198","595","Elvira Monahan","ACTED_IN"
"198","316","Edmund Watsica DDS","ACTED_IN"
"198","566","Merle Brekke","ACTED_IN"
"198","154","Israel Emard","ACTED_IN"
"198","705","Jackie Hegmann V","ACTED_IN"
"198","416","Edwin Bradtke","ACTED_IN"
"198","825","Eileen Bashirian","ACTED_IN"
"199","402","Jody Hettinger","ACTED_IN"
"199","840","Chris Champlin I","ACTED_IN"
"199","245","Howard Schumm","ACTED_IN"
"199","124","Alexis Shanahan","ACTED_IN"
"199","846","Brooke Larson","ACTED_IN"
"199","205","Damon Dickens","ACTED_IN"
"199","187","Timothy Borer","ACTED_IN"
"199","236","James Feeney","ACTED_IN"
"199","255","Priscilla MacGyver","ACTED_IN"
"199","731","Terry Windler","ACTED_IN"
"200","964","Leland Klein","ACTED_IN"
"200","219","Jeremy Lemke III","ACTED_IN"
"200","732","Lawrence Turner","ACTED_IN"
"200","613","Roderick Bins","ACTED_IN"
"200","603","Dr. Barbara Zemlak","ACTED_IN"
"200","893","April Considine DVM","ACTED_IN"
"200","962","Barry Huel","ACTED_IN"
"200","394","Pablo Jakubowski","ACTED_IN"
"200","781","Jordan Hammes","ACTED_IN"
"200","693","Ernest Pouros","ACTED_IN"
"201","39","Monica Schroeder","ACTED_IN"
"201","831","Gene Jakubowski","ACTED_IN"
"201","564","Angelica Berge IV","ACTED_IN"
"201","753","Mattie Berge","ACTED_IN"
"201","75","Nick Bosco","ACTED_IN"
"201","355","Jody Stehr","ACTED_IN"
"201","672","Milton Wolf","ACTED_IN"
"201","167","Loren Heathcote","ACTED_IN"
"201","349","Alicia Windler","ACTED_IN"
"201","159","Miss Janice Ondricka Jr.","ACTED_IN"
"202","961","Jasmine Mraz-Sipes","ACTED_IN"
"202","381","Winston Oberbrunner","ACTED_IN"
"202","304","Maureen Jenkins-Kunze","ACTED_IN"
"202","946","Dallas Welch","ACTED_IN"
"202","298","Jeffrey Walker","ACTED_IN"
"202","378","William Kohler-Hartmann","ACTED_IN"
"202","715","Marcia Dietrich","ACTED_IN"
"202","976","Hugh Willms","ACTED_IN"
"202","741","Courtney Okuneva","ACTED_IN"
"202","154","Fred Miller-Jerde MD","ACTED_IN"
"203","618","Melody Konopelski","ACTED_IN"
"203","879","Ms. Shannon Schaden IV","ACTED_IN"
"203","163","Terrance Koss","ACTED_IN"
"203","192","Mrs. Laverne Gibson","ACTED_IN"
"203","743","Shannon Dare","ACTED_IN"
"203","780","Lucas Crona","ACTED_IN"
"203","273","Latoya Nicolas","ACTED_IN"
"203","873","Enrique Jacobson","ACTED_IN"
"203","958","Ms. Carole Halvorson","ACTED_IN"
"203","735","Pablo Ondricka","ACTED_IN"
"204","167","Angelica Steuber","ACTED_IN"
"204","763","Laverne Haag","ACTED_IN"
"204","729","John Kessler","ACTED_IN"
"204","312","Julie Champlin","ACTED_IN"
"204","867","Madeline Huels","ACTED_IN"
"204","387","Juanita Harvey","ACTED_IN"
"204","631","Greg Jast II","ACTED_IN"
"204","719","Rebecca McKenzie","ACTED_IN"
"204","901","Gerardo Marks-Schulist","ACTED_IN"
"204","623","Saul Goodwin","ACTED_IN"
"205","522","Loretta Rowe","ACTED_IN"
"205","14","Christian Donnelly","ACTED_IN"
"205","827","Jody Barton","ACTED_IN"
"205","922","Roosevelt Stark-Huels","ACTED_IN"
"205","241","Taylor McCullough","ACTED_IN"
"205","446","Mr. Adrian Dickinson","ACTED_IN"
"205","639","Kate Heathcote","ACTED_IN"
"205","672","Anna Bogan","ACTED_IN"
"205","281","Ricardo Hilll","ACTED_IN"
"206","640","Dr. Katrina Feest","ACTED_IN"
"206","539","Melinda Prohaska","ACTED_IN"
"206","53","Harry Goodwin","ACTED_IN"
"206","406","Marsha Jacobs","ACTED_IN"
"206","193","Kent Auer","ACTED_IN"
"206","795","Frederick Stanton","ACTED_IN"
"206","293","Juana Hodkiewicz","ACTED_IN"
"206","328","Tom Price","ACTED_IN"
"206","469","Natasha Bernhard Sr.","ACTED_IN"
"206","369","Jenny Huels","ACTED_IN"
"207","19","Donna Medhurst","ACTED_IN"
"207","942","Shane Dickinson","ACTED_IN"
"207","171","Mr. Cornelius O'Connell","ACTED_IN"
"207","326","Kayla Lindgren","ACTED_IN"
"207","504","Dr. Myron Littel","ACTED_IN"
"207","992","Taylor Morar","ACTED_IN"
"207","796","Ernesto Cruickshank","ACTED_IN"
"207","441","Gilbert McGlynn","ACTED_IN"
"207","250","Erica Hagenes","ACTED_IN"
"207","414","Mona Friesen","ACTED_IN"
"208","325","Lucas Sauer","ACTED_IN"
"208","404","Everett Stracke","ACTED_IN"
"208","918","Dwight Nader","ACTED_IN"
"208","442","Delia Mertz","ACTED_IN"
"208","741","Andy Hills","ACTED_IN"
"208","725","Edna Feeney","ACTED_IN"
"208","477","Anthony Dibbert","ACTED_IN"
"208","380","Stacy Prohaska","ACTED_IN"
"208","228","Diana Lueilwitz MD","ACTED_IN"
"208","514","Inez Ryan","ACTED_IN"
"209","312","Kellie Huel","ACTED_IN"
"209","698","Mamie Jones","ACTED_IN"
"209","663","Max Lang","ACTED_IN"
"209","939","Pedro Keeling","ACTED_IN"
"209","735","Tonya Skiles","ACTED_IN"
"209","574","Nina Herman","ACTED_IN"
"209","493","Dr. Lorena Doyle","ACTED_IN"
"209","75","Anna Mann","ACTED_IN"
"209","527","Pauline Ferry-Nienow","ACTED_IN"
"209","425","Pete O'Keefe","ACTED_IN"
"210","189","Mr. Arnold Wintheiser","ACTED_IN"
"210","135","Mrs. Krystal Osinski","ACTED_IN"
"210","848","Mattie Schowalter","ACTED_IN"
"210","217","Ms. Nellie Tremblay","ACTED_IN"
"210","833","Owen Wiza","ACTED_IN"
"210","205","Pat Kovacek-Bechtelar","ACTED_IN"
"210","519","Lamar Schmeler","ACTED_IN"
"210","388","Byron Haley-Conn","ACTED_IN"
"210","26","Roxanne Waters","ACTED_IN"
"210","502","Dr. Constance Nolan","ACTED_IN"
"211","571","Mona Kemmer","ACTED_IN"
"211","862","Mercedes Stark","ACTED_IN"
"211","7","Rudy Feil","ACTED_IN"
"211","921","Marion Schmidt","ACTED_IN"
"211","247","Sandra Herman","ACTED_IN"
"211","360","Ervin Abshire Sr.","ACTED_IN"
"211","477","Beverly Beier","ACTED_IN"
"211","856","Sylvia Goyette","ACTED_IN"
"211","665","Jack Littel","ACTED_IN"
"211","470","Ms. Robin Koelpin","ACTED_IN"
"212","382","Edna Lubowitz","ACTED_IN"
"212","656","Dr. Heather Paucek MD","ACTED_IN"
"212","579","Dr. Clifford Halvorson Sr.","ACTED_IN"
"212","249","Mr. Clint Feest","ACTED_IN"
"212","548","Gerard Halvorson","ACTED_IN"
"212","185","Darnell Stiedemann","ACTED_IN"
"212","925","Pablo Zieme","ACTED_IN"
"212","763","Gina Mayer","ACTED_IN"
"212","781","Anna Wisoky","ACTED_IN"
"212","818","Mr. Ken Koch","ACTED_IN"
"213","530","Pauline Muller IV","ACTED_IN"
"213","744","Lamar Bartell","ACTED_IN"
"213","552","Rebecca Kozey IV","ACTED_IN"
"213","257","Harvey Jast","ACTED_IN"
"213","423","Mamie Graham","ACTED_IN"
"213","124","Pauline Greenfelder","ACTED_IN"
"213","687","Hazel Bechtelar","ACTED_IN"
"213","398","Chris Kohler II","ACTED_IN"
"213","556","Danielle Marks","ACTED_IN"
"213","986","Guillermo Hauck I","ACTED_IN"
"214","200","Kerry Runolfsdottir","ACTED_IN"
"214","121","Jody Stark","ACTED_IN"
"214","663","Amanda Reilly","ACTED_IN"
"214","106","Courtney Gorczany","ACTED_IN"
"214","847","Nadine Price MD","ACTED_IN"
"214","594","Jamie Toy","ACTED_IN"
"214","19","Francis Monahan","ACTED_IN"
"214","668","Lora Bayer II","ACTED_IN"
"214","799","Marianne Veum","ACTED_IN"
"214","889","Judy Fadel","ACTED_IN"
"215","737","Alton Goldner","ACTED_IN"
"215","71","Priscilla Schmeler","ACTED_IN"
"215","409","Ida Will","ACTED_IN"
"215","727","Miss Cecilia O'Kon","ACTED_IN"
"215","429","Gilbert Torphy","ACTED_IN"
"215","158","Clyde Terry","ACTED_IN"
"215","605","Tracy Jacobi","ACTED_IN"
"215","477","Ken Collins","ACTED_IN"
"215","681","Glenda Cremin","ACTED_IN"
"215","746","Terry Littel","ACTED_IN"
"216","576","Dr. Madeline Bayer","ACTED_IN"
"216","534","Miss Rebecca Baumbach-Hettinger","ACTED_IN"
"216","266","Carroll Hermann","ACTED_IN"
"216","589","Joshua Buckridge","ACTED_IN"
"216","816","Mrs. Virginia Mayer","ACTED_IN"
"216","200","Nellie Walker","ACTED_IN"
"216","307","Floyd Considine I","ACTED_IN"
"216","633","Eula Schmeler II","ACTED_IN"
"216","174","Janet Pagac I","ACTED_IN"
"216","12","Lynda Grimes","ACTED_IN"
"217","170","Sylvia Mertz MD","ACTED_IN"
"217","781","Dr. Emilio Paucek","ACTED_IN"
"217","293","Dr. Patti Hammes","ACTED_IN"
"217","816","Wilma Miller","ACTED_IN"
"217","990","Ms. Lucia Schmeler","ACTED_IN"
"217","641","Curtis D'Amore","ACTED_IN"
"217","705","Virgil Wiza-Treutel","ACTED_IN"
"217","211","Helen Ebert","ACTED_IN"
"217","106","Shawn Hettinger","ACTED_IN"
"217","169","Harry Padberg","ACTED_IN"
"218","834","Julius Smith","ACTED_IN"
"218","324","Ross Bogisich DDS","ACTED_IN"
"218","222","Norma Lind","ACTED_IN"
"218","136","Ryan Stark Jr.","ACTED_IN"
"218","870","James Kuhn","ACTED_IN"
"218","667","Lawrence Lynch","ACTED_IN"
"218","449","Dean Upton","ACTED_IN"
"218","861","Roberta Weimann-Jacobi","ACTED_IN"
"218","295","Dwayne Roberts","ACTED_IN"
"218","41","Ron Hoppe","ACTED_IN"
"219","173","Pete Yundt","ACTED_IN"
"219","386","Mr. Enrique Dickens","ACTED_IN"
"219","636","Ian Legros V","ACTED_IN"
"219","342","George Medhurst I","ACTED_IN"
"219","666","Emma Kutch IV","ACTED_IN"
"219","47","Roxanne Hamill","ACTED_IN"
"219","572","Jack Vandervort","ACTED_IN"
"219","779","Darrin Runte","ACTED_IN"
"219","768","Elizabeth Balistreri","ACTED_IN"
"219","338","Arthur Little","ACTED_IN"
"220","404","Ted Hudson","ACTED_IN"
"220","93","Toni Fahey","ACTED_IN"
"220","549","Brooke Littel","ACTED_IN"
"220","657","May Leuschke","ACTED_IN"
"220","558","Alyssa Schiller","ACTED_IN"
"220","603","Ginger Bosco","ACTED_IN"
"220","285","Marc Von","ACTED_IN"
"220","680","Terry Keebler","ACTED_IN"
"220","516","Joey Bins","ACTED_IN"
"220","816","Vivian Schumm","ACTED_IN"
"221","723","Arturo Bosco-Schmeler","ACTED_IN"
"221","516","Joanne Koss DVM","ACTED_IN"
"221","11","Franklin Ferry","ACTED_IN"
"221","442","Rosalie Lang DDS","ACTED_IN"
"221","942","Taylor Muller","ACTED_IN"
"221","593","Max Kling","ACTED_IN"
"221","23","Bridget Jerde","ACTED_IN"
"221","924","Roberta Medhurst I","ACTED_IN"
"221","329","Dr. Salvatore O'Conner","ACTED_IN"
"221","191","Denise Ziemann","ACTED_IN"
"222","933","Shirley Kunze","ACTED_IN"
"222","144","Lorenzo Abernathy III","ACTED_IN"
"222","252","Kellie Bauch-Pagac","ACTED_IN"
"222","779","Mrs. Ella Willms","ACTED_IN"
"222","615","Marsha Luettgen","ACTED_IN"
"222","686","Dr. Bradley Renner Jr.","ACTED_IN"
"222","501","Roxanne Cremin","ACTED_IN"
"222","390","Jan Roob","ACTED_IN"
"222","68","Paula Waters","ACTED_IN"
"222","929","Dwayne Lebsack","ACTED_IN"
"223","69","Dr. Jonathan Kohler","ACTED_IN"
"223","659","Beverly Predovic","ACTED_IN"
"223","551","Allison Bechtelar-Sawayn","ACTED_IN"
"223","263","Claire Murazik MD","ACTED_IN"
"223","598","Maryann Kuhlman","ACTED_IN"
"223","564","Lora Bosco","ACTED_IN"
"223","321","Richard Jacobs","ACTED_IN"
"223","471","Ms. Vicki Erdman III","ACTED_IN"
"223","228","Mr. Zachary Mraz","ACTED_IN"
"223","726","Tabitha Goldner","ACTED_IN"
"224","224","Bobby Rippin","ACTED_IN"
"224","262","Saul Wisozk","ACTED_IN"
"224","470","Judith Johnson IV","ACTED_IN"
"224","494","Guy Murray-Keeling","ACTED_IN"
"224","645","Angel Schuster","ACTED_IN"
"224","571","Allan O'Conner Sr.","ACTED_IN"
"224","450","Ismael Robel","ACTED_IN"
"224","880","Luther Rath-Gottlieb DDS","ACTED_IN"
"224","98","Miss Patricia Goodwin","ACTED_IN"
"225","6","Kenneth Schmeler","ACTED_IN"
"225","515","Theodore Beatty","ACTED_IN"
"225","980","Mr. Russell Green","ACTED_IN"
"225","354","Patti Leuschke","ACTED_IN"
"225","160","Angelica Zboncak","ACTED_IN"
"225","698","Lucas Swift","ACTED_IN"
"225","453","Felipe Bruen","ACTED_IN"
"225","630","Bobbie Simonis-Farrell","ACTED_IN"
"225","244","Jan Daugherty","ACTED_IN"
"225","762","Lonnie Gutkowski","ACTED_IN"
"226","9","Clinton Bashirian","ACTED_IN"
"226","735","Andre Fritsch","ACTED_IN"
"226","177","Benjamin Connelly","ACTED_IN"
"226","657","Jill Herzog","ACTED_IN"
"226","342","Erik Zieme","ACTED_IN"
"226","655","Ivan Wolff I","ACTED_IN"
"226","619","Blanca Witting","ACTED_IN"
"226","87","Lucy Kulas","ACTED_IN"
"226","95","Simon Walker-Moen","ACTED_IN"
"226","958","Allison Kertzmann","ACTED_IN"
"227","575","Miss Geneva Price","ACTED_IN"
"227","767","Tina Stoltenberg","ACTED_IN"
"227","721","Mrs. Sophia West","ACTED_IN"
"227","888","Raymond Barton","ACTED_IN"
"227","742","Nellie Mante","ACTED_IN"
"227","122","Todd Bednar DDS","ACTED_IN"
"227","832","Dora Schaefer Jr.","ACTED_IN"
"227","723","Wendell Champlin","ACTED_IN"
"227","539","Ms. Danielle Lang","ACTED_IN"
"227","304","Miss Lola Rice","ACTED_IN"
"228","33","Marcus Skiles","ACTED_IN"
"228","839","Leah Quigley","ACTED_IN"
"228","892","Ira Wehner","ACTED_IN"
"228","687","Leo Fritsch","ACTED_IN"
"228","952","Agnes Dooley V","ACTED_IN"
"228","684","Connie Orn I","ACTED_IN"
"228","986","Grady Ferry","ACTED_IN"
"228","158","Frankie Corkery Jr.","ACTED_IN"
"229","550","Nicolas Parisian","ACTED_IN"
"229","540","Jeffrey Klocko","ACTED_IN"
"229","709","Mattie Heidenreich","ACTED_IN"
"229","400","Bethany Bins","ACTED_IN"
"229","170","Dr. Frank Powlowski-Fisher III","ACTED_IN"
"229","337","Ron Emmerich","ACTED_IN"
"229","153","Wilbert Moore","ACTED_IN"
"229","236","Fernando Cassin","ACTED_IN"
"229","196","Alex Konopelski","ACTED_IN"
"229","421","Devin Upton","ACTED_IN"
"230","155","Henrietta Balistreri I","ACTED_IN"
"230","138","Mr. Alvin VonRueden","ACTED_IN"
"230","586","Charlotte Heathcote","ACTED_IN"
"230","267","Ms. Madeline Yundt","ACTED_IN"
"230","260","Linda Durgan","ACTED_IN"
"230","516","Becky Windler","ACTED_IN"
"230","546","Katherine Kautzer","ACTED_IN"
"230","923","Dr. Lucas Thompson","ACTED_IN"
"230","694","Donna Metz","ACTED_IN"
"230","797","Jenna Monahan","ACTED_IN"
"231","697","Beulah Macejkovic","ACTED_IN"
"231","995","Judith Lehner Jr.","ACTED_IN"
"231","848","Jeannette Marvin","ACTED_IN"
"231","294","Evelyn Buckridge","ACTED_IN"
"231","279","Lela Marquardt","ACTED_IN"
"231","413","Mattie Spinka","ACTED_IN"
"231","109","Miss Cathy Bins","ACTED_IN"
"231","335","Mrs. Jasmine Hahn","ACTED_IN"
"231","417","Ashley Macejkovic","ACTED_IN"
"231","688","Raymond Hyatt","ACTED_IN"
"232","319","Angelina Ortiz","ACTED_IN"
"232","504","Troy Hoppe","ACTED_IN"
"232","626","Dr. Julio Hirthe-Okuneva DVM","ACTED_IN"
"232","704","Mr. Christian Jacobi","ACTED_IN"
"232","298","Merle Nader","ACTED_IN"
"232","780","Lorraine Kulas","ACTED_IN"
"232","237","Kimberly Nolan IV","ACTED_IN"
"232","940","Lauren Stark","ACTED_IN"
"232","870","Perry Will II","ACTED_IN"
"232","869","Clara Crona-Hickle","ACTED_IN"
"233","739","Dr. George Collier","ACTED_IN"
"233","761","Ervin Wolf PhD","ACTED_IN"
"233","850","Matt Gibson","ACTED_IN"
"233","914","Patty Grimes","ACTED_IN"
"233","385","Mrs. Florence Reichert","ACTED_IN"
"233","980","Kelvin Labadie","ACTED_IN"
"233","677","Marion Farrell","ACTED_IN"
"233","839","Lillian Ortiz","ACTED_IN"
"233","406","Marianne Windler","ACTED_IN"
"233","450","Dexter Monahan","ACTED_IN"
"234","242","Dr. Hugo Kuhlman","ACTED_IN"
"234","504","Yolanda Bednar","ACTED_IN"
"234","920","Bertha Donnelly","ACTED_IN"
"234","564","Randolph Luettgen","ACTED_IN"
"234","572","Steve Lesch","ACTED_IN"
"234","324","Eula Reichel","ACTED_IN"
"234","979","Theresa Franey","ACTED_IN"
"234","435","Angelica Kuvalis","ACTED_IN"
"234","347","Ed Wolf","ACTED_IN"
"234","949","Luz Pfannerstill MD","ACTED_IN"
"235","165","Caroline Zieme","ACTED_IN"
"235","301","Jessie Larkin","ACTED_IN"
"235","22","June Halvorson V","ACTED_IN"
"235","273","Dr. Rudy Braun","ACTED_IN"
"235","490","Maureen Carroll MD","ACTED_IN"
"235","675","Deborah Shields","ACTED_IN"
"235","186","Lonnie Douglas","ACTED_IN"
"235","228","Lewis Rosenbaum","ACTED_IN"
"235","44","Mr. Alfred Little","ACTED_IN"
"235","913","Tiffany Crooks","ACTED_IN"
"236","677","Darnell Kshlerin","ACTED_IN"
"236","821","Joy Kassulke","ACTED_IN"
"236","388","Matthew Ritchie","ACTED_IN"
"236","338","Elmer Bailey","ACTED_IN"
"236","752","Jeffery Fahey","ACTED_IN"
"236","918","Lynda Harris V","ACTED_IN"
"236","798","Cody Bergnaum","ACTED_IN"
"236","834","Jenny Bergstrom","ACTED_IN"
"236","520","Pamela Luettgen-Dooley","ACTED_IN"
"236","763","Vera Trantow","ACTED_IN"
"237","88","Leon Runolfsdottir","ACTED_IN"
"237","653","Yvonne Marvin","ACTED_IN"
"237","125","Stacey Moen","ACTED_IN"
"237","172","Christy Zboncak","ACTED_IN"
"237","215","Dora Towne","ACTED_IN"
"237","888","Josephine Ritchie","ACTED_IN"
"237","544","Latoya Glover","ACTED_IN"
"237","334","Mr. Tim Reinger","ACTED_IN"
"237","354","Christie Considine","ACTED_IN"
"237","774","Jeremiah Miller","ACTED_IN"
"238","521","Norman Russel","ACTED_IN"
"238","307","Antonia Weber","ACTED_IN"
"238","204","Jennie Considine","ACTED_IN"
"238","93","Miss Dianne Orn V","ACTED_IN"
"238","908","Neil Hudson","ACTED_IN"
"238","939","Karla Yost","ACTED_IN"
"238","763","Joanna Barton","ACTED_IN"
"238","726","Leslie Rowe","ACTED_IN"
"238","945","Jean Koelpin","ACTED_IN"
"238","516","Edmund Homenick","ACTED_IN"
"239","470","Shelia Abshire","ACTED_IN"
"239","885","Susan Medhurst","ACTED_IN"
"239","313","Frederick Lockman-Beahan","ACTED_IN"
"239","973","Amos Schuster","ACTED_IN"
"239","203","Woodrow Jacobson","ACTED_IN"
"239","388","Jody Pouros","ACTED_IN"
"239","573","Joseph Borer","ACTED_IN"
"239","319","Jared Hudson DDS","ACTED_IN"
"239","207","Rachel Oberbrunner","ACTED_IN"
"239","126","Tamara Bahringer","ACTED_IN"
"240","826","Marion Cassin","ACTED_IN"
"240","969","Elizabeth Satterfield","ACTED_IN"
"240","604","Miss Marguerite Willms","ACTED_IN"
"240","893","Dorothy Green","ACTED_IN"
"240","419","Carolyn Bradtke","ACTED_IN"
"240","849","Devin O'Hara","ACTED_IN"
"240","758","Floyd Bailey","ACTED_IN"
"240","878","Miss Samantha Harris","ACTED_IN"
"240","329","Katie Klein","ACTED_IN"
"240","736","Fannie Steuber","ACTED_IN"
"241","202","Krista Schamberger","ACTED_IN"
"241","144","Carole Brekke","ACTED_IN"
"241","414","Ruth Hartmann II","ACTED_IN"
"241","372","Tracy Hermann MD","ACTED_IN"
"241","769","Marta Boehm","ACTED_IN"
"241","989","Corey Sauer","ACTED_IN"
"241","852","Grace Boyle","ACTED_IN"
"241","503","Elijah Borer-Waters","ACTED_IN"
"241","426","Terrance Leffler","ACTED_IN"
"241","80","Jesus Hoppe","ACTED_IN"
"242","650","Henrietta Jenkins","ACTED_IN"
"242","270","Devin Roberts","ACTED_IN"
"242","229","Emmett Schiller","ACTED_IN"
"242","648","Gloria Schultz","ACTED_IN"
"242","960","Nancy Lesch","ACTED_IN"
"242","813","Isabel Kihn","ACTED_IN"
"242","73","Lewis Runolfsson-Prohaska","ACTED_IN"
"242","536","Agnes Herzog","ACTED_IN"
"242","283","Omar Altenwerth","ACTED_IN"
"242","441","Mr. Elmer Satterfield PhD","ACTED_IN"
"243","605","Miss Toni Kautzer","ACTED_IN"
"243","51","Darrin Wunsch","ACTED_IN"
"243","438","Loren Sanford","ACTED_IN"
"243","209","Lisa Krajcik-Erdman","ACTED_IN"
"243","776","Martin Becker-Gulgowski","ACTED_IN"
"243","505","Dr. Vernon Kassulke","ACTED_IN"
"243","586","Gwen Stamm Sr.","ACTED_IN"
"243","146","Mr. Marcus Dicki","ACTED_IN"
"243","490","Edward Waters","ACTED_IN"
"243","297","Isaac Mraz","ACTED_IN"
"244","120","Andres Morar","ACTED_IN"
"244","202","Jan Harris V","ACTED_IN"
"244","339","Paul Reinger","ACTED_IN"
"244","1000","Stephanie Lemke","ACTED_IN"
"244","521","Karla Collier","ACTED_IN"
"244","770","Dr. Martha Schmitt","ACTED_IN"
"244","381","Latoya Balistreri","ACTED_IN"
"244","332","Tanya Friesen","ACTED_IN"
"244","961","Neil Maggio","ACTED_IN"
"244","753","Gladys Pagac","ACTED_IN"
"245","297","Teresa Beer II","ACTED_IN"
"245","507","Freddie Fadel Sr.","ACTED_IN"
"245","140","Sam Gleason","ACTED_IN"
"245","495","June Thiel","ACTED_IN"
"245","499","Winifred Lind","ACTED_IN"
"245","962","Felipe Marquardt-Monahan","ACTED_IN"
"245","119","Naomi Robel","ACTED_IN"
"245","676","Freddie Swift","ACTED_IN"
"245","652","Hannah Fritsch PhD","ACTED_IN"
"245","433","Celia Weissnat","ACTED_IN"
"246","765","Gretchen Denesik","ACTED_IN"
"246","540","Walter Lehner","ACTED_IN"
"246","364","Lorena Crona IV","ACTED_IN"
"246","84","Wesley Grant","ACTED_IN"
"246","5","Monica Strosin","ACTED_IN"
"246","602","Rosalie Goyette","ACTED_IN"
"246","208","Mr. Gordon Sawayn","ACTED_IN"
"246","708","Paul Turner","ACTED_IN"
"246","255","Brendan Berge","ACTED_IN"
"246","49","Hector Heller","ACTED_IN"
"247","295","Joel Kovacek","ACTED_IN"
"247","837","Ivan Rau","ACTED_IN"
"247","537","Timmy Pagac","ACTED_IN"
"247","701","Dr. Brian Mitchell","ACTED_IN"
"247","282","Shannon Tremblay","ACTED_IN"
"247","761","Terrence Little","ACTED_IN"
"247","434","Stacy Wolff","ACTED_IN"
"247","270","Opal Gibson","ACTED_IN"
"247","792","Rosalie Hermiston","ACTED_IN"
"247","342","Sheri Pfeffer","ACTED_IN"
"248","779","Andy Hickle","ACTED_IN"
"248","991","Cheryl Fritsch","ACTED_IN"
"248","687","Elizabeth Watsica","ACTED_IN"
"248","917","Lindsey Runolfsdottir","ACTED_IN"
"248","317","Gladys Hayes","ACTED_IN"
"248","36","Ora Schoen","ACTED_IN"
"248","303","Bert Doyle","ACTED_IN"
"248","491","Velma Simonis","ACTED_IN"
"248","559","Alexis Bogan","ACTED_IN"
"248","751","Miss Tanya Stiedemann DDS","ACTED_IN"
"249","733","Sharon Brekke","ACTED_IN"
"249","790","Willard Gorczany","ACTED_IN"
