id,title,rating
"825","Dreamlover","6.2"
"826","Creep","6.8"
"827","Earth Angel","9.6"
"828","Take On Me","2.4"
"829","Chances Are","2.3"
"830","We've Only Just Begun","2.7"
"831","Bette Davis Eyes","7.6"
"832","(Let Me Be Your) Teddy Bear","8"
"833","You're Still the One","0.4"
"834","Rock the Boat","0.1"
"835","Chain of Fools","3.3"
"836","96 Tears","4.1"
"837","That's the Way Love Goes","7.7"
"838","Umbrella","4"
"839","Ain't Misbehavin'","5.8"
"840","Total Eclipse of the Heart","1.4"
"841","Don't Let the Sun Go Down On Me","0.6"
"842","Beauty & the Beast","0.9"
"843","Rock Around the Clock","2.6"
"844","Arthur's Theme (Best That You Can Do)","5.4"
"845","One Sweet Day","0.4"
"846","Oh","4.4"
"847","Last Train to Clarksville","9.3"
"848","Earth Angel","1.5"
"849","Three Times a Lady","10"
"850","Hollaback Girl","9.4"
"851","We Didn't Start the Fire","1.5"
"852","Without You","9.9"
"853","Hey Jude","6.6"
"854","Love is a Many Splendoured Thing","0.1"
"855","Say Say Say","3.4"
"856","Rock With You","4.9"
"857","Come On Eileen","9.9"
"858","Rock Your Baby","0.7"
"859","Fantasy","5.8"
"860","Unforgettable","7.2"
"861","La Bamba","8.2"
"862","The Sweet Escape","8.5"
"863","Two Hearts","4.7"
"864","9 to 5","4.1"
"865","Weak","1.3"
"866","At the Hop","0.7"
"867","Cry","4.3"
"868","Let's Groove","7.7"
"869","King of the Road","6.9"
"870","Hard to Say I'm Sorry","0.8"
"871","So Much in Love","0.6"
"872","Uncle Albert (Admiral Halsey)","9.8"
"873","Paperback Writer","8.1"
"874","St George & the Dragonette","0.3"
"875","Crocodile Rock","8.3"
"876","Love Letters in the Sand","5.6"
"877","Karma Chameleon","5.3"
"878","Vogue","5.8"
"879","Cheek to Cheek","5.7"
"880","ABC","3.9"
"881","Maniac","6.5"
"882","Me & Bobby McGee","1.5"
"883","He's a Rebel","5.3"
"884","A Thousand Miles","4.2"
"885","Breathe","6.9"
"886","Mr Brightside","8.6"
"887","Keep On Loving You","1.9"
"888","(I've Got a Gal In) Kalamazoo","7.1"
"889","Rag Doll","1.9"
"890","Miss You","4.6"
"891","One Bad Apple","6.2"
"892","Travellin' Man","4.4"
"893","After You've Gone","2.4"
"894","The End of the World","1.1"
"895","Firework","3.8"
"896","Frenesi","4.3"
"897","Be My Baby","1.5"
"898","It's Still Rock 'n' Roll to Me","6.8"
"899","This Ole House","9.1"
"900","Keep On Loving You","3.8"
"901","I Believe I Can Fly","4.1"
"902","The Thing","5.1"
"903","Blueberry Hill","8.3"
"904","Because I Love You (The Postman Song)","10"
"905","Good Times","10"
"906","A Thousand Miles","4.4"
"907","Georgia On My Mind","7.4"
"908","White Rabbit","6.6"
"909","Strangers in the Night","7.9"
"910","Be My Baby","2.2"
"911","Burn","8"
"912","Greatest Love of All","2"
"913","Tutti Frutti","6.2"
"914","Runaway","8.7"
"915","No Scrubs","1.7"
"916","Ring of Fire","3.2"
"917","Can't Get Enough of Your Love","8"
"918","I Can Help","5.1"
"919","Every Breath You Take","5.3"
"920","Whole Lotta Shakin' Goin' On","8"
"921","Grenade","6.1"
"922","That Old Black Magic","7.4"
"923","I'm Looking Over a Four Leaf Clover","6.4"
"924","U Got it Bad","3"
"925","We Didn't Start the Fire","6.8"
"926","More Than a Feeling","6"
"927","Hey There Delilah","2.2"
"928","Oh","3"
"929","You make Me Wanna","9.7"
"930","U Got it Bad","7.9"
"931","Paper Planes","8.8"
"932","Firework","3"
"933","Just My Imagination (Running Away With Me)","6.4"
"934","It's My Party","8.4"
"935","Jive Talkin'","1"
"936","If You Don't Know Me By Now","8.5"
"937","Private Eyes","3.7"
"938","Every Little Thing She Does is Magic","4.7"
"939","No One","7"
"940","Celebration","6.5"
"941","The Thing","2.3"
"942","Right Back Where We Started From","0.9"
"943","Stormy Weather (Keeps Rainin' All the Time)","0.6"
"944","St George & the Dragonette","1.2"
"945","My Life","1.5"
"946","Summertime Blues","2.6"
"947","Love Me Tender","4.1"
"948","Travellin' Man","1.8"
"949","A-Tisket A-Tasket","4.9"
"950","Cat's in the Cradle","3.4"
"951","I Honestly Love You","1.5"
"952","Roses Are Red","3.9"
"953","Oh Happy Day","5"
"954","Whatcha Say","3.4"
"955","White Rabbit","0.5"
"956","That Old Black Magic","0.6"
"957","You make Me Wanna","3"
"958","Time After Time","8.1"
"959","Mickey","5.7"
"960","Ray of Light","1.9"
"961","Kryptonite","5.9"
"962","Yesterday","1.2"
"963","Where is the Love?","0.4"
"964","Need You Tonight","2.8"
"965","Fire & Rain","5.4"
"966","Rich Girl","10"
"967","Band On the Run","4"
"968","You Ain't Seen Nothin' Yet","4"
"969","Sing","7"
"970","Here Without You","9.9"
"971","Stranger On the Shore","9.5"
"972","Memories Are Made of This","5.9"
"973","Hanky Panky","5.3"
"974","(Put Another Nickel In) Music! Music! Music!","0.6"
"975","Kryptonite","3.4"
"976","Ain't Misbehavin'","2.6"
"977","Midnight Train to Georgia","2.8"
"978","Little Darlin'","9.8"
"979","White Christmas","1.3"
"980","Mona Lisa","0.8"
"981","Walk This Way","5.6"
"982","Hey Baby","3.8"
"983","Heart of Gold","4.8"
"984","Baby Baby","6.5"
"985","Little Things Mean a Lot","9.7"
"986","Empire State Of Mind","0.8"
"987","You Are the Sunshine of My Life","0.2"
"988","Mmmbop","7.4"
"989","Want Ads","5.1"
"990","Brother Louie","8.1"
"991","I'll be seeing you","1.6"
"992","Stormy Weather (Keeps Rainin' All the Time)","4.4"
"993","I Feel Love","2.8"
"994","If (They Made Me a King)","3.2"
"995","Peggy Sue","3.3"
"996","Rhinestone Cowboy","2"
"997","It's Now Or Never","6.7"
"998","Caldonia Boogie (What Makes Your Big Head So Hard)","9.4"
"999","It's Too Late","0.1"
"1000","As Time Goes By","0.3"
