id,title,rating
"2328","Little Darlin'","8.1"
"2329","(You're My) Soul & Inspiration","3.8"
"2330","Everybody Loves Somebody","6.9"
"2331","You Don't Have to Be a Star (To Be in My Show)","1.2"
"2332","(It's No) Sin","3.3"
"2333","My Eyes Adored You","7.1"
"2334","Pick Up the Pieces","0.8"
"2335","Wipe Out","8.1"
"2336","Save the Last Dance For Me","1.9"
"2337","In the Year 2525 (Exordium & Terminus)","4.1"
"2338","Hanging by a Moment","7"
"2339","The Glow-Worm","7.7"
"2340","The Way You Move","3.8"
"2341","Theme From 'Greatest American Hero' (Believe It Or Not)","1"
"2342","You Don't Bring Me Flowers","9.5"
"2343","Believe","1.8"
"2344","My Sweet Lord","6.2"
"2345","Crocodile Rock","9.4"
"2346","Take My Breath Away","4.1"
"2347","Pick Up the Pieces","9.3"
"2348","Singing The Blues","1.9"
"2349","We Are Young","4.4"
"2350","Pistol Packin' Mama","9.7"
"2351","The Gypsy","2.3"
"2352","Colors of the Wind","1.3"
"2353","Sleep Walk","1.8"
"2354","Temperature","2.9"
"2355","Cry Like a Baby","3.9"
"2356","Rag Mop","8.3"
"2357","Crazy in Love","8.9"
"2358","Vaya Con Dios (may God Be With You)","6.2"
"2359","Be Bop a Lula","8.5"
"2360","What's Going On?","9.8"
"2361","Reach Out (I'll Be There)","3.1"
"2362","Peggy Sue","8.7"
"2363","I Will Survive","2.5"
"2364","(They Long to Be) Close to You","7.8"
"2365","Under the Bridge","5.3"
"2366","This Land is Your Land","3.2"
"2367","Build Me Up Buttercup","1.9"
"2368","Say You","8.9"
"2369","Wicked Game","5.8"
"2370","(Ghost) Riders in the Sky","8.1"
"2371","Mrs Brown You've Got a Lovely Daughter","9.4"
"2372","Nothin' on You","2.7"
"2373","Hey Ya!","8.2"
"2374","Believe","4.7"
"2375","Fortunate Son","2.7"
"2376","That's What Friends Are For","3.6"
"2377","Bohemian Rhapsody","0.5"
"2378","With Or Without You","1.5"
"2379","Downtown","9"
"2380","Lights","5.1"
"2381","Ghostbusters","1.7"
"2382","We've Only Just Begun","3.2"
"2383","Stayin' Alive","2.7"
"2384","Queen of Hearts","2.1"
"2385","Good Lovin'","8.6"
"2386","If I Didn't Care","0.8"
"2387","Runaround Sue","0.3"
"2388","Private Eyes","1.3"
"2389","Wooly Bully","4.3"
"2390","Another Day in Paradise","6.4"
"2391","Wishing Well","1.8"
"2392","Say Say Say","5.4"
"2393","Weak","1.4"
"2394","It's All in the Game","2.8"
"2395","Rock Your Baby","8.3"
"2396","Don't Worry Be Happy","4.1"
"2397","St Louis Blues","8.5"
"2398","Honey","2.3"
"2399","When Doves Cry","6.6"
"2400","Nobody Does it Better","0.4"
"2401","Soldier Boy","2.3"
"2402","Till I Waltz Again With You","9.1"
"2403","Help Me","5.6"
"2404","I Will Always Love You","0.1"
"2405","Shake Down","5.1"
"2406","Freebird","8.6"
"2407","Miss You","4.6"
"2408","Sunshine of Your Love","3.4"
"2409","Chattanooga Choo Choo","9.5"
"2410","Waiting For a Girl Like You","5.5"
"2411","I'm Your Boogie Man","7.7"
"2412","That's the Way Love Goes","2.8"
"2413","Play That Funky Music","1.6"
"2414","Love Me Tender","6.3"
"2415","Alone Again (Naturally)","7.9"
"2416","Hello Dolly","9.7"
"2417","Under the Bridge","8.4"
"2418","King of the Road","4"
"2419","You Were Meant for Me","3.3"
"2420","One O'Clock Jump","2.2"
"2421","Arthur's Theme (Best That You Can Do)","9.4"
"2422","Don't Leave Me This Way","9.4"
"2423","Flashdance. What a Feeling","5.2"
"2424","Ruby Tuesday","6.4"
"2425","Save the Best For Last","0.8"
"2426","Sweet Home Alabama","0.9"
"2427","Sledgehammer","0.2"
"2428","Cry","3.1"
"2429","The Hustle","6.2"
"2430","That Lucky Old Sun (Just Rolls Around Heaven All Day)","2.6"
"2431","Oh My Papa (O Mein Papa)","1.5"
"2432","Karma Chameleon","0.6"
"2433","The Love You Save","9.3"
"2434","You're Beautiful","1.8"
"2435","Don't Worry Be Happy","8.3"
"2436","Take On Me","7"
"2437","Living For the City","5"
"2438","More Than Words","1.8"
"2439","Ebony & Ivory","0"
"2440","Lady","3"
"2441","Jive Talkin'","3.1"
"2442","Never Gonna Give You Up","5.9"
"2443","Layla","8.8"
"2444","My Heart Will Go On","3.6"
"2445","More Than Words","2.1"
"2446","Dilemma","1.9"
"2447","Hang On Sloopy","7.7"
"2448","Wannabe","3.2"
"2449","Till I Waltz Again With You","0.1"
"2450","We Will Rock You","7.1"
"2451","It's Now Or Never","2.4"
"2452","War","8"
"2453","Knock On Wood","2.9"
"2454","Boulevard of Broken Dreams","9.8"
"2455","I Can't Get Started","2.1"
"2456","Eve of Destruction","2.7"
"2457","Ticket to Ride","9.2"
"2458","Little Things Mean a Lot","0.7"
"2459","The First Time Ever I Saw Your Face","1.6"
"2460","Crying","4.4"
"2461","Everybody Wants to Rule the World","8.2"
"2462","Wanted","3.9"
"2463","Boogie Woogie Bugle Boy","7.5"
"2464","Judy in Disguise (With Glasses)","0.6"
"2465","Can't Help Falling in Love","6.6"
"2466","Born to Be Wild","4.4"
"2467","Don't Speak","8.6"
"2468","It Had to Be You","5.1"
"2469","Bye","8.9"
"2470","Fallin'","9.6"
"2471","Somethin' Stupid","2.1"
"2472","Purple Rain","1.5"
"2473","That's What Friends Are For","4.9"
"2474","Georgia On My Mind","2.1"
"2475","Don't Speak","7.7"
"2476","Kiss From a Rose","3.7"
"2477","Bye Bye","8.8"
"2478","Never Gonna Give You Up","3"
"2479","Oh","4.1"
"2480","My Heart Will Go On","9.5"
"2481","Colors of the Wind","2.2"
"2482","Greatest Love of All","1.8"
"2483","9 to 5","4.8"
"2484","Little Things Mean a Lot","9.3"
"2485","Being With You","0.1"
"2486","It Had to Be You","1.3"
"2487","The Long & Winding Road","7.9"
"2488","Foolish Games","5.8"
"2489","Mona Lisa","1.8"
"2490","People Got to Be Free","8.8"
"2491","Help Me","1.1"
"2492","Dreamlover","4.9"
"2493","California Dreamin'","4.8"
"2494","Losing My Religion","6.6"
"2495","Come On-a My House","1.8"
"2496","Maggie May","7.5"
"2497","Pistol Packin' Mama","5.5"
"2498","Brother Louie","6.9"
"2499","In Da Club","4.7"
"2500","Boogie Oogie Oogie","6.5"
"2501","Stardust","9.5"
"2502","Be Bop a Lula","9.2"
"2503","Hanky Panky","3.5"
"2504","Me & Mrs Jones","7.7"
"2505","Take The 'A' Train","3.7"
"2506","Wooly Bully","9.6"
"2507","Maybellene","6.2"
"2508","Besame Mucho","4.3"
"2509","Kiss On My List","1.8"
"2510","Knock On Wood","4.3"
"2511","Rag Mop","8.5"
"2512","I Feel For You","1.5"
"2513","U Can't Touch This","7.3"
"2514","Get Off of My Cloud","8.4"
"2515","Knock Three Times","1.3"
"2516","Mack the Knife","2.9"
"2517","Like a Virgin","8.2"
"2518","Kiss Me","3.5"
"2519","Purple Haze","2.3"
"2520","Toxic","0.4"
"2521","Some of These Days","5.8"
"2522","The Boys of Summer","1.8"
"2523","96 Tears","9.9"
"2524","Ben","8.8"
"2525","What'd I Say","8.3"
"2526","Superstar","7.6"
"2527","Little Darlin'","8.9"
"2528","Can You Feel the Love Tonight","9.6"
"2529","My Girl","6.6"
"2530","Heart of Gold","2.6"
"2531","Stormy Weather (Keeps Rainin' All the Time)","4.3"
"2532","We Will Rock You","7.4"
"2533","Dilemma","7.7"
"2534","Grease","4.6"
"2535","Sleepy Lagoon","5.1"
"2536","The Tracks of My Tears","2.4"
"2537","Umbrella","5.1"
"2538","I Feel For You","0.1"
"2539","Brother","2.3"
"2540","Oh","6"
"2541","(Put Another Nickel In) Music! Music! Music!","0.8"
"2542","Love's Theme","6.4"
"2543","Rhinestone Cowboy","6.3"
"2544","A-Tisket A-Tasket","4.1"
"2545","Loving You","2.6"
"2546","(Put Another Nickel In) Music! Music! Music!","1.4"
"2547","Cathy's Clown","3.1"
"2548","Mack the Knife","9.8"
"2549","Purple Rain","4.3"
"2550","Just Dance","6.5"
"2551","Rhapsody in Blue","5.7"
"2552","Stop! in the Name of Love","8.8"
"2553","When Doves Cry","2.6"
"2554","Say You","1.6"
"2555","Pon De Replay","7.2"
"2556","Flashdance. What a Feeling","7.6"
"2557","My Life","0.9"
"2558","Dance to the Music","0.7"
"2559","96 Tears","2.7"
"2560","After You've Gone","9.5"
"2561","Philadelphia Freedom","8.1"
"2562","He's So Fine","3.8"
"2563","Chapel of Love","9.3"
"2564","Morning Train (Nine to Five)","0.7"
"2565","One Bad Apple","1.3"
"2566","(Your Love Keeps Lifting Me) Higher & Higher","0.4"
"2567","Roll Over Beethoven","4.8"
"2568","Let's Dance","0.8"
"2569","Paper Doll","4.8"
"2570","I'm Looking Over a Four Leaf Clover","0.6"
"2571","Glamorous","8.6"
"2572","Frenesi","9.7"
"2573","Gonna Make You Sweat (Everybody Dance Now)","8"
"2574","I Can't Get Started","5.9"
"2575","For What It's Worth (Stop","5.8"
"2576","Joy to the World","4.8"
"2577","(Everything I Do) I Do it For You","3.3"
"2578","We Found Love","8.8"
"2579","It's Now Or Never","3.4"
"2580","Sweet Child O' Mine","4"
"2581","I Need You Now","9.9"
"2582","I'm Sorry","0.1"
"2583","The Sweet Escape","0.6"
"2584","Waiting For a Girl Like You","6.5"
"2585","I Can Dream","1.2"
"2586","Smells Like Teen Spirit","8.4"
"2587","Mona Lisa","9"
"2588","Little Darlin'","6.9"
"2589","Kung Fu Fighting","1.6"
"2590","Everyday People","3.2"
"2591","Soul Man","8.4"
"2592","Wichita Lineman","5.1"
"2593","Boulevard of Broken Dreams","1.8"
"2594","Another Night","4.6"
"2595","Thank You (Falettinme be Mice Elf Again)","1.7"
"2596","Caldonia Boogie (What Makes Your Big Head So Hard)","8.3"
"2597","Can't Help Falling in Love","7"
"2598","T For Texas (Blue Yodel No 1)","7"
"2599","(Let Me Be Your) Teddy Bear","0.8"
"2600","Bennie & the Jets","4"
"2601","Sixteen Tons","7.7"
"2602","A Boy Named Sue","6"
"2603","Wipe Out","6.4"
"2604","Instant Karma","7.1"
"2605","Wild Thing","4.2"
"2606","Come On-a My House","3.7"
"2607","Disturbia","1.4"
"2608","A Tree in the Meadow","6.1"
"2609","Get Off of My Cloud","1.1"
"2610","This Used to Be My Playground","9.9"
"2611","Hanging by a Moment","1.9"
"2612","Karma Chameleon","8.2"
"2613","What'd I Say","8.3"
"2614","On My Own","8.9"
"2615","Don't Stop 'Til You Get Enough","10"
"2616","Lookin' Out My Back Door","0.8"
"2617","Rapture","7.4"
"2618","Volare","7.6"
"2619","Stairway to Heaven","9.7"
"2620","My Heart Will Go On","8.7"
"2621","Blue Tango","0.1"
"2622","Baby Got Back","0.4"
"2623","I Want to Hold Your Hand","6.7"
"2624","Singing The Blues","7.7"
"2625","Disco Duck","0.9"
"2626","E.T.","4.3"
"2627","If You Leave Me Now","0.8"
"2628","Feel Like Making Love","7"
"2629","Crazy Little Thing Called Love","6"
"2630","Rum & Coca-Cola","1.4"
"2631","Billie Jean","1.7"
"2632","You're So Vain","2.7"
"2633","Rag Mop","4.2"
"2634","The Joker","4.1"
"2635","Eye of the Tiger","2.1"
"2636","I Kissed A Girl","1.5"
"2637","Shop Around","2.8"
"2638","Yesterday","4.8"
"2639","Besame Mucho","6.7"
"2640","Stronger","6.7"
"2641","Glory of Love","1.2"
"2642","Mr Tambourine Man","5.9"
"2643","Baby Come Back","0.3"
"2644","Why Do Fools Fall in Love?","4.5"
"2645","Hanging by a Moment","2.3"
"2646","Downtown","8"
"2647","I Write the Songs","9.8"
"2648","We Are the World","1.6"
"2649","It's Too Late","3.7"
"2650","Mr Tambourine Man","5.7"
"2651","The Power of Love","9"
"2652","Waiting For a Girl Like You","2.3"
"2653","All My Lovin' (You're Never Gonna Get It)","10"
"2654","Rhapsody in Blue","7.1"
"2655","In the Ghetto","4.8"
"2656","Someday","0.3"
"2657","Walk On the Wild Side","4"
"2658","(Your Love Keeps Lifting Me) Higher & Higher","3.2"
"2659","A Tree in the Meadow","6.7"
"2660","Cry Like a Baby","6.5"
"2661","Return to Sender","7.8"
"2662","Buttons & Bows","5.8"
"2663","What Goes Around Comes Around","1.1"
"2664","A Thousand Miles","4.5"
"2665","Get Off of My Cloud","3.2"
"2666","Alone Again (Naturally)","2.9"
"2667","Disco Duck","8.6"
"2668","My Blue Heaven","9.2"
"2669","Breathe","6.7"
"2670","Rhapsody in Blue","1.4"
"2671","Love Me Do","6.4"
"2672","Oh Happy Day","4.5"
"2673","What'd I Say","5.8"
"2674","Stand By Me","6.6"
"2675","Groovin'","1.3"
"2676","King of the Road","4"
"2677","Live & Let Die","2.1"
"2678","Umbrella","6"
"2679","Ironic","1.4"
"2680","My Prayer","0.8"
"2681","Promiscuous","0.9"
"2682","Wind Beneath My Wings","4.2"
"2683","Paper Planes","6.3"
"2684","The Way We Were","7.4"
"2685","Cracklin' Rosie","4.5"
"2686","Return to Sender","9.6"
"2687","Hollaback Girl","8.1"
"2688","Goodbye Yellow Brick Road","3.7"
"2689","Can't Buy Me Love","8.3"
"2690","Baby Baby","2.1"
"2691","Great Balls of Fire","2.2"
"2692","Singing The Blues","4"
"2693","Nothing Compares 2 U","5.8"
"2694","A Boy Named Sue","8.4"
"2695","Doo Wop (That Thing)","8.2"
"2696","Yeah!","2.4"
"2697","Heart of Gold","6.4"
"2698","All Night Long (All Night)","5.5"
"2699","Lonely Boy","7"
"2700","These Boots Are Made For Walking","4.3"
"2701","All You Need is Love","6.1"
"2702","I'll Walk Alone","0.1"
"2703","Like a Virgin","3.1"
"2704","Total Eclipse of the Heart","9.7"
"2705","Mrs Robinson","1.5"
"2706","Swanee","6.6"
"2707","Rock Around the Clock","6.1"
"2708","Low","6.8"
"2709","Body & Soul","2.6"
"2710","Blurred Lines","8.5"
"2711","ABC","1.3"
"2712","Walk Like a Man","3.6"
"2713","Airplanes","2.1"
"2714","The Tracks of My Tears","0.9"
"2715","Walk Like a Man","5"
"2716","Make it With You","8.9"
"2717","Hot Stuff","3.5"
"2718","In the End","2.2"
"2719","Me & Mrs Jones","1"
"2720","When a Man Loves a Woman","0"
"2721","I Can Dream","6.4"
"2722","Bye Bye Love","3.5"
"2723","Behind Closed Doors","9.4"
"2724","Wake Up Little Susie","5.9"
"2725","Roll With It","0.7"
"2726","Walk On By","1.5"
"2727","Jack & Diane","9.3"
"2728","Spirit in the Sky","6.9"
"2729","Bad Moon Rising","4.6"
"2730","Family Affair","4.3"
"2731","I Want to Hold Your Hand","5.7"
"2732","My Man","3.1"
"2733","Harper Valley PTA","3.5"
"2734","Need You Now","4"
"2735","Don't Go Breaking My Heart","8.3"
"2736","Mercy Mercy Me (The Ecology)","1.8"
"2737","Can You Feel the Love Tonight","4.3"
"2738","The Tide is High","1.9"
"2739","Sweet Dreams (Are Made of This)","4.4"
"2740","Georgy Girl","7.8"
"2741","Temperature","6.6"
"2742","The Boys of Summer","3.9"
"2743","Take The 'A' Train","6.7"
"2744","Wannabe","4.5"
"2745","Strange Fruit","0.4"
"2746","Change the World","5"
"2747","Too Young","2.8"
"2748","Drop it Like It's Hot","2"
"2749","That's Amore","6.2"
"2750","In Da Club","4.8"
"2751","Sentimental Journey","5.2"
"2752","Blueberry Hill","4.3"
"2753","Mercy Mercy Me (The Ecology)","5.1"
"2754","Miss You Much","9"
"2755","This Land is Your Land","3.9"
"2756","How Deep is Your Love?","5.2"
"2757","Foolish Games","8"
"2758","Cars","6.8"
"2759","Da Doo Ron Ron (When He Walked Me Home)","4.2"
"2760","Tears in Heaven","4.7"
"2761","I Honestly Love You","4.8"
"2762","Rag Mop","0.8"
"2763","Frankenstein","3.6"
"2764","Come On-a My House","5.1"
"2765","We Are the Champions","4.1"
"2766","Fast Car","4.4"
"2767","That'll Be the Day","3.3"
"2768","I Feel Fine","6.1"
"2769","Delicado","1.7"
"2770","Waterfalls","6.2"
"2771","Cry","5"
"2772","Mrs Robinson","8.7"
"2773","Careless Whisper","8.3"
"2774","Superstition","5.5"
"2775","Mister Sandman","1.7"
"2776","Waiting For a Girl Like You","9"
"2777","What'd I Say","9.7"
"2778","With Or Without You","7.9"
"2779","Moonlight Serenade","4.9"
"2780","Indian Reservation (The Lament Of The Cherokee Reservation Indian)","6.2"
"2781","Walk This Way","7.9"
"2782","Sleep Walk","4.8"
"2783","Crimson & Clover","0.9"
"2784","Somebody to Love","0.6"
"2785","Under the Bridge","9.5"
"2786","Colors of the Wind","0.5"
"2787","How High the Moon","2.5"
"2788","That'll Be the Day","1.1"
"2789","All Shook Up","0.7"
"2790","Vaya Con Dios (may God Be With You)","1.7"
"2791","Whole Lotta Love","3.8"
"2792","That's the Way (I Like It)","0.8"
"2793","Dreamlover","6.9"
"2794","Hey Baby","5"
"2795","Sweet Soul Music","7.3"
"2796","Livin' On a Prayer","6.7"
"2797","Shining Star","8.6"
"2798","The Way You Look Tonight","5"
"2799","Mack the Knife","4.8"
"2800","Frenesi","7.4"
"2801","Brown Sugar","6.6"
"2802","Magic","2.7"
"2803","Papa Don't Preach","8.8"
"2804","Brown Sugar","8.1"
"2805","Freak Me","1.4"
"2806","Fallin'","8.5"
"2807","Near You","10"
"2808","Chattanoogie Shoe-Shine Boy","5.3"
"2809","Need You Now","9"
"2810","Save the Last Dance For Me","2.6"
"2811","Crazy For You","0.1"
"2812","Disco Duck","7.7"
"2813","We Are the World","9.2"
"2814","Over the Rainbow","0.3"
"2815","Maybellene","5.2"
"2816","Man in the Mirror","6.1"
"2817","Wild Wild West","2.1"
"2818","That's the Way Love Goes","5.7"
"2819","Cracklin' Rosie","5.5"
"2820","My Love","6.6"
"2821","Love's Theme","3.5"
"2822","My Sharona","5.6"
"2823","Piano Man","5.5"
"2824","King of the Road","3.8"
"2825","Say Say Say","5"
"2826","Play That Funky Music","6.4"
"2827","Whoomp! (There it Is)","5"
"2828","Three Times a Lady","7.5"
"2829","In the Mood","0.3"
"2830","Just Dance","8.1"
"2831","Get Off of My Cloud","8"
"2832","Higher Love","6.2"
"2833","It Had to Be You","1.3"
"2834","Over There","4.2"
"2835","Baby Got Back","8.2"
"2836","Let's Dance","7.9"
"2837","King of the Road","7.2"
"2838","Horse With No Name","1"
"2839","Only The Lonely (Know The Way I Feel)","7.1"
"2840","Feel Like Making Love","4.1"
"2841","We Can Work it Out","3.9"
"2842","Dreams","9.9"
"2843","He's So Fine","2.6"
"2844","Pon De Replay","9.8"
"2845","The Sounds of Silence","1.2"
"2846","King of the Road","7.3"
"2847","Can You Feel the Love Tonight","8.8"
"2848","Hey Ya!","7.8"
"2849","Tutti Frutti","2.8"
"2850","Lookin' Out My Back Door","1.7"
"2851","These Boots Are Made For Walking","2.1"
"2852","House of the Rising Sun","2.7"
"2853","Wedding Bell Blues","2.5"
"2854","Make Love to Me","5.4"
"2855","Silly Love Songs","9"
"2856","Ain't Misbehavin'","6.8"
"2857","Man in the Mirror","3.8"
"2858","Baby Love","0.1"
"2859","9 to 5","7.8"
"2860","Mule Train","2.4"
"2861","How Much is That Doggy in the Window?","7.3"
"2862","Dreams","3.3"
"2863","Theme From 'A Summer Place'","0.1"
"2864","Mr Tambourine Man","8.4"
"2865","Kiss On My List","0.4"
"2866","Take The 'A' Train","4.8"
"2867","Just Dance","9.8"
"2868","Cheek to Cheek","6.5"
"2869","Dancing in the Street","6.4"
"2870","I'll be seeing you","3.7"
"2871","Burn","8.4"
"2872","The End of the World","2.8"
"2873","Help!","7.8"
"2874","School's Out","8.3"
"2875","Shout","0.1"
"2876","Keep On Loving You","3.3"
"2877","Alone","7.4"
"2878","I'm a Believer","5.6"
"2879","Endless Love","6.7"
"2880","In the End","5.8"
"2881","Theme From 'Greatest American Hero' (Believe It Or Not)","1.6"
"2882","Endless Love","4.3"
"2883","Arthur's Theme (Best That You Can Do)","1.4"
"2884","Need You Tonight","0.3"
"2885","Kiss & Say Goodbye","6.5"
"2886","Wicked Game","6.6"
"2887","Theme From 'Shaft'","8.1"
"2888","Love Letters in the Sand","4.1"
"2889","Hit the Road","3.4"
"2890","Shining Star","5.7"
"2891","Ac-cent-tchu-ate the Positive","7.4"
"2892","U Got it Bad","7.6"
"2893","(I've Got a Gal In) Kalamazoo","0.1"
"2894","Green River","4.6"
"2895","I'm Looking Over a Four Leaf Clover","0.4"
"2896","Fly Robin Fly","3.4"
"2897","That's Amore","8.7"
"2898","God Bless the Child","7.3"
"2899","Ballad of the Green Berets","3.3"
"2900","Tie a Yellow Ribbon 'round the Old Oak Tree","7.2"
"2901","Rolling In The Deep","5.3"
"2902","The Tide is High","0.4"
"2903","Ain't That a Shame","2.2"
"2904","Earth Angel","3.3"
"2905","The Twist","5.5"
"2906","I Still Haven't Found What I'm Looking For","1.1"
"2907","Music","2.5"
"2908","Call Me","8.7"
"2909","You Belong to Me","5.8"
"2910","In the End","10"
"2911","Seasons in the Sun","0.3"
"2912","Let's Groove","5.9"
"2913","Stagger Lee","0"
"2914","Smells Like Teen Spirit","8.7"
"2915","Groovin'","9.9"
"2916","Rich Girl","9"
"2917","The Rose","2.1"
"2918","Da Doo Ron Ron (When He Walked Me Home)","9.8"
"2919","Ain't No Mountain High Enough","2.5"
"2920","After You've Gone","8.2"
"2921","Paperback Writer","3.5"
"2922","Love's Theme","5.4"
"2923","Ac-cent-tchu-ate the Positive","5.2"
"2924","Crazy","2.1"
"2925","Papa Was a Rolling Stone","6.7"
"2926","Got to Give it Up","5.2"
"2927","Hotel California","7.9"
"2928","Get Back","3"
"2929","(They Long to Be) Close to You","4.8"
"2930","Prisoner of Love","4.9"
"2931","A Tree in the Meadow","6.7"
"2932","YMCA","5.5"
"2933","Rock Your Baby","8.9"
"2934","You Were Meant for Me","2.3"
"2935","Good Times","4.4"
"2936","Paint it Black","7.9"
"2937","Lean On Me","7.2"
"2938","Shadow Dancing","3.9"
"2939","Secret Love","6.3"
"2940","Check On It","9"
"2941","A Whole New World (Aladdin's Theme)","4"
"2942","Swanee","3"
"2943","Three Coins in the Fountain","0.6"
"2944","School's Out","7.5"
"2945","The Sweet Escape","7.5"
"2946","Georgia On My Mind","2.6"
"2947","War","8.5"
"2948","One Bad Apple","5.5"
"2949","Sailing","1.3"
"2950","Spanish Harlem","0.4"
"2951","Superstition","6.9"
"2952","Happy Days Are Here Again","3.6"
"2953","Let's Hear it For the Boy","9.2"
"2954","Bad Girls","6.7"
"2955","Nothing's Gonna Stop Us Now","4.5"
"2956","Feel Like Making Love","9.8"
"2957","Ode To Billie Joe","3.5"
"2958","I Can't Get Started","7.8"
"2959","This Land is Your Land","5.3"
"2960","Green Onions","6.1"
"2961","Kiss You All Over","7.3"
"2962","Queen of Hearts","0.4"
"2963","Little Things Mean a Lot","6.1"
"2964","Mrs Robinson","3.1"
"2965","In the End","3.7"
"2966","Sir Duke","0.5"
"2967","Disco Lady","0.9"
"2968","Rock the Boat","9.5"
"2969","Bennie & the Jets","3.8"
"2970","Earth Angel","8"
"2971","Yellow Rose of Texas","8.7"
"2972","I'll Walk Alone","6"
"2973","Love Theme From 'A Star is Born' (Evergreen)","7.7"
"2974","Stardust","3.4"
"2975","Begin the Beguine","1.2"
"2976","E.T.","0.5"
"2977","I Believe I Can Fly","2.4"
"2978","Kiss From a Rose","4.6"
"2979","Doo Wop (That Thing)","6.5"
"2980","Kung Fu Fighting","7.4"
"2981","Girls Just Wanna Have Fun","3.4"
"2982","Burn","7.9"
"2983","Roses Are Red","2.4"
"2984","Hold On","3.9"
"2985","Come Together","0.8"
"2986","This Ole House","3"
"2987","There goes my baby","7.1"
"2988","Le Freak","1"
"2989","Addicted to Love","2.2"
"2990","Love Theme From 'A Star is Born' (Evergreen)","2.8"
"2991","Hey Paula","4.1"
"2992","Wake Me Up Before You Go Go","7.2"
"2993","Hollaback Girl","2.8"
"2994","I Still Haven't Found What I'm Looking For","1.5"
"2995","Wedding Bell Blues","2.7"
"2996","Jive Talkin'","5.3"
"2997","Na Na Hey Hey (Kiss Him Goodbye)","7.6"
"2998","Irreplaceable","6.4"
"2999","U Can't Touch This","7"
"3000","Roses Are Red","5.7"
"3001","Layla","0.3"
"3002","Beautiful Day","1.9"
"3003","I'll Take You There","3.6"
"3004","Cherry Pink & Apple Blossom White","3.5"
"3005","Whatcha Say","1.8"
"3006","Fast Car","2"
"3007","That'll Be the Day","3.6"
"3008","Eight Days a Week","6.8"
"3009","Yakety Yak","1.2"
"3010","Look Away","6.7"
"3011","My Girl","0.4"
"3012","Bad Day","2.6"
"3013","Hey There Delilah","2"
"3014","Born to Run","8.5"
"3015","In the Ghetto","1.2"
"3016","Tennessee Waltz","5.6"
"3017","You're So Vain","0.1"
"3018","Summer in the City","0.2"
"3019","That's Amore","0.9"
"3020","Can't Help Falling in Love","1.8"
"3021","Thrift Shop","1.8"
"3022","Sailing","5.9"
"3023","I Swear","3.5"
"3024","Ticket to Ride","1.7"
"3025","Nothing's Gonna Stop Us Now","1.1"
"3026","The Christmas Song (Chestnuts Roasting On An Open Fire)","6.3"
"3027","California Dreamin'","5.5"
"3028","Love's Theme","2.5"
"3029","Sugar Sugar","6"
"3030","Another One Bites the Dust","5.8"
"3031","The Loco-Motion","7.8"
"3032","Sledgehammer","0.7"
"3033","Ticket to Ride","1.9"
"3034","Purple Haze","7.8"
"3035","He's a Rebel","4.4"
"3036","Ball of Confusion (That's What the World is Today)","4.7"
"3037","Doo Wop (That Thing)","5.2"
"3038","So Much in Love","8.5"
"3039","Midnight Train to Georgia","2.3"
"3040","Wicked Game","4.6"
"3041","(I've Got a Gal In) Kalamazoo","8.2"
"3042","Wicked Game","5.2"
"3043","Ray of Light","8"
"3044","We Will Rock You","5.7"
"3045","Heart of Gold","5.3"
"3046","I Swear","3.6"
"3047","Harbour Lights","9.1"
"3048","Papa's Got a Brand New Bag","4"
"3049","Crimson & Clover","0.2"
"3050","Instant Karma","1.9"
"3051","Love Letters in the Sand","0.3"
"3052","Paint it Black","1.9"
"3053","Besame Mucho","1.2"
"3054","E.T.","1.7"
"3055","No One","9.1"
"3056","Colors of the Wind","4.1"
"3057","Alone","1.8"
"3058","Morning Train (Nine to Five)","6.4"
"3059","The Great Pretender","5.2"
"3060","The Loco-Motion","7.4"
"3061","We Got The Beat","8.1"
"3062","Do Ya Think I'm Sexy?","7.8"
"3063","Rolling In The Deep","1.1"
"3064","Without Me","7.6"
"3065","It's Too Late","4.2"
"3066","We Didn't Start the Fire","0.1"
"3067","All Shook Up","9"
"3068","What a Fool Believes","9.8"
"3069","Empire State Of Mind","1.1"
"3070","Touch Me","6.3"
"3071","Car Wash","4.9"
"3072","Ball of Confusion (That's What the World is Today)","7.2"
"3073","Ol' Man River","4.6"
"3074","Temperature","2.9"
"3075","I'll be seeing you","8.6"
"3076","(Let Me Be Your) Teddy Bear","5.1"
"3077","Fly Robin Fly","7.5"
"3078","Cheek to Cheek","4.4"
"3079","Un-Break My Heart","1.6"
"3080","Dilemma","1.8"
"3081","Sailing","1.5"
"3082","I'm a Believer","4"
"3083","Mickey","1.5"
"3084","Brown Sugar","0.9"
"3085","I Went to Your Wedding","0.6"
"3086","Kansas City","7.6"
"3087","My Man","0.6"
"3088","Little Things Mean a Lot","4"
"3089","Night Fever","6.6"
"3090","Feel Like Making Love","6.7"
"3091","Don't Let the Sun Go Down On Me","5.3"
"3092","Stuck On You","2.4"
"3093","Eve of Destruction","3.9"
"3094","Boogie Woogie Bugle Boy","2.4"
"3095","U Got it Bad","4.3"
"3096","ABC","2.9"
"3097","Tears of a Clown","1.4"
"3098","Lights","6.3"
"3099","People","1.9"
"3100","Ben","9.5"
"3101","Can't Get Enough of Your Love","7.9"
"3102","Sweet Soul Music","2"
"3103","Na Na Hey Hey (Kiss Him Goodbye)","2.4"
"3104","The First Time Ever I Saw Your Face","3.1"
"3105","Swinging On a Star","6.2"
